"chr","QTL","pos_lo","pos_hi","TRAIT","seqid","start","end","locusName","GO","Best.hit.arabi.name","arabi.symbol","arabi.defline","Best.hit.rice.name","rice.defline"
"Chr03K","3K@90.02",59445577,62002423,"P31","Chr03K",59694350,59696539,"Pavir.3KG267000","GO:0003677","AT4G33280","","AP2/B3-like transcriptional factor family protein","LOC_Os12g40120","B3 DNA binding domain containing protein, expressed"
"Chr03K","3K@90.02",59445577,62002423,"P31","Chr03K",59696596,59699435,"Pavir.3KG267001","","AT2G15000","","","LOC_Os12g40115","expressed protein"
"Chr03K","3K@90.02",59445577,62002423,"P31","Chr03K",59681870,59690659,"Pavir.3KG267100","GO:0003677","AT4G33280","","AP2/B3-like transcriptional factor family protein","LOC_Os12g40120","B3 DNA binding domain containing protein, expressed"
"Chr03K","3K@90.02",59445577,62002423,"P31","Chr03K",59678674,59680908,"Pavir.3KG267200","GO:0016758,GO:0008152","AT3G16520","UGT88A1","UDP-glucosyl transferase 88A1","LOC_Os01g53330","anthocyanidin 5,3-O-glucosyltransferase, putative, expressed"
"Chr03K","3K@90.02",59445577,62002423,"P31","Chr03K",59468388,59470744,"Pavir.3KG486500","GO:0005634","AT4G37630","CYCD5;1","cyclin d5;1","LOC_Os12g39830","cyclin, putative, expressed"
"Chr03K","3K@90.02",59445577,62002423,"P31","Chr03K",59475927,59478556,"Pavir.3KG486600","GO:0034227,GO:0002098,GO:0000049","AT4G35910","","Adenine nucleotide alpha hydrolases-like superfamily protein","LOC_Os12g39840","expressed protein"
"Chr03K","3K@90.02",59445577,62002423,"P31","Chr03K",59478924,59481053,"Pavir.3KG486700","GO:0046983","AT2G14760","","basic helix-loop-helix (bHLH) DNA-binding superfamily protein","LOC_Os12g39850","helix-loop-helix DNA-binding domain containing protein, expressed"
"Chr03K","3K@90.02",59445577,62002423,"P31","Chr03K",59484023,59486518,"Pavir.3KG486800","GO:0009116","AT1G27450","APT1,ATAPT1","adenine phosphoribosyl transferase 1","LOC_Os12g39860","phosphoribosyl transferase, putative, expressed"
"Chr03K","3K@90.02",59445577,62002423,"P31","Chr03K",59487170,59505737,"Pavir.3KG486900","GO:0008017,GO:0007018,GO:0005524,GO:0003777,GO:0005871","AT3G19050","POK2","phragmoplast orienting kinesin 2","LOC_Os12g39980","kinesin motor domain containing protein, putative, expressed"
"Chr03K","3K@90.02",59445577,62002423,"P31","Chr03K",59519065,59522569,"Pavir.3KG487000","GO:0048544,GO:0006468,GO:0005524,GO:0004672","AT2G19130","","S-locus lectin protein kinase family protein","LOC_Os10g20160","serine/threonine-protein kinase receptor precursor, putative, expressed"
