"chr","QTL","pos_lo","pos_hi","TRAIT","seqid","start","end","locusName","GO","Best.hit.arabi.name","arabi.symbol","arabi.defline","Best.hit.rice.name","rice.defline"
"Chr01K","1K@34.1",16071535,28760266,"Rb85","Chr01K",20502856,20503410,"Pavir.1KG001200","","","","","LOC_Os12g37540","expressed protein"
"Chr01K","1K@34.1",16071535,28760266,"Rb85","Chr01K",20513017,20514496,"Pavir.1KG001205","","","","","",""
"Chr01K","1K@34.1",16071535,28760266,"Rb85","Chr01K",20517089,20517495,"Pavir.1KG001210","","","","","",""
"Chr01K","1K@34.1",16071535,28760266,"Rb85","Chr01K",16685733,16688746,"Pavir.1KG108700","","AT4G19880","","Glutathione S-transferase family protein","LOC_Os02g21460","uncharacterized protein yqjG, putative, expressed"
"Chr01K","1K@34.1",16071535,28760266,"Rb85","Chr01K",16674232,16684902,"Pavir.1KG109000","GO:0005515","AT1G03370","","C2 calcium/lipid-binding and GRAM domain containing protein","LOC_Os02g10630","GRAM and C2 domains containing protein, putative, expressed"
"Chr01K","1K@34.1",16071535,28760266,"Rb85","Chr01K",17850265,17857142,"Pavir.1KG137600","GO:0043531","AT3G14470","","NB-ARC domain-containing disease resistance protein","LOC_Os02g18000","disease resistance protein RGA2, putative, expressed"
"Chr01K","1K@34.1",16071535,28760266,"Rb85","Chr01K",17860086,17862902,"Pavir.1KG137700","GO:0043531","AT3G14470","","NB-ARC domain-containing disease resistance protein","LOC_Os02g18000","disease resistance protein RGA2, putative, expressed"
"Chr01K","1K@34.1",16071535,28760266,"Rb85","Chr01K",17925389,17927540,"Pavir.1KG137705","","","","","",""
"Chr01K","1K@34.1",16071535,28760266,"Rb85","Chr01K",18021685,18026467,"Pavir.1KG138000","GO:0043531","AT3G14460","","LRR and NB-ARC domains-containing disease resistance protein","LOC_Os02g18000","disease resistance protein RGA2, putative, expressed"
"Chr01K","1K@34.1",16071535,28760266,"Rb85","Chr01K",18026847,18031077,"Pavir.1KG138005","","AT5G39600","","","LOC_Os02g18090","expressed protein"
"Chr01K","1K@34.1",16071535,28760266,"Rb85","Chr01K",18031862,18039543,"Pavir.1KG138010","GO:0016887,GO:0005524","AT4G19210","ATRLI2,RLI2","RNAse l inhibitor protein 2","LOC_Os02g18180","ATP-binding cassette sub-family E member 1, putative, expressed"
"Chr01K","1K@34.1",16071535,28760266,"Rb85","Chr01K",18037500,18037988,"Pavir.1KG138015","","","","","",""
"Chr01K","1K@34.1",16071535,28760266,"Rb85","Chr01K",18072599,18077742,"Pavir.1KG138600","GO:0006468,GO:0005524,GO:0004672","AT5G10290","","leucine-rich repeat transmembrane protein kinase family protein","LOC_Os02g18320","BRASSINOSTEROID INSENSITIVE 1-associated receptor kinase 1 precursor, putative, expressed"
"Chr01K","1K@34.1",16071535,28760266,"Rb85","Chr01K",18113539,18114516,"Pavir.1KG138605","","","","","",""
"Chr01K","1K@34.1",16071535,28760266,"Rb85","Chr01K",18130343,18131289,"Pavir.1KG138610","","","","","",""
"Chr01K","1K@34.1",16071535,28760266,"Rb85","Chr01K",18302808,18303685,"Pavir.1KG138700","","","","","",""
"Chr01K","1K@34.1",16071535,28760266,"Rb85","Chr01K",18307574,18309282,"Pavir.1KG138800","GO:0051716,GO:0046658","AT4G20260","ATPCAP1,PCAP1","plasma-membrane associated cation-binding protein 1","LOC_Os02g18410","salt stress root protein RS1, putative, expressed"
"Chr01K","1K@34.1",16071535,28760266,"Rb85","Chr01K",18313839,18315983,"Pavir.1KG139000","GO:0006468,GO:0004672,GO:0005524","AT3G12690","AGC1.5","AGC kinase 1.5","LOC_Os02g18430","AGC_PVPK_like_kin82y.5 - ACG kinases include homologs to PKA, PKG and PKC, expressed"
