"chr","QTL","pos_lo","pos_hi","TRAIT","seqid","start","end","locusName","GO","Best.hit.arabi.name","arabi.symbol","arabi.defline","Best.hit.rice.name","rice.defline"
"Chr08K","8K@39.99",46664101,53831953,"Sr88","Chr08K",48969110,48972291,"Pavir.8KG052400","","AT1G32120","","","LOC_Os11g40570","plant viral response family protein, putative, expressed"
"Chr08K","8K@39.99",46664101,53831953,"Sr88","Chr08K",48965946,48966602,"Pavir.8KG052500","","","","","",""
"Chr08K","8K@39.99",46664101,53831953,"Sr88","Chr08K",50279507,50282613,"Pavir.8KG059600","","AT5G50140","","Ankyrin repeat family protein","LOC_Os06g19010","cadmium tolerance factor, putative, expressed"
"Chr08K","8K@39.99",46664101,53831953,"Sr88","Chr08K",50287739,50290882,"Pavir.8KG059602","","","","","LOC_Os11g41770","expressed protein"
"Chr08K","8K@39.99",46664101,53831953,"Sr88","Chr08K",50290883,50292232,"Pavir.8KG059604","","","","","LOC_Os11g41770","expressed protein"
"Chr08K","8K@39.99",46664101,53831953,"Sr88","Chr08K",50294052,50294684,"Pavir.8KG059606","","","","","",""
"Chr08K","8K@39.99",46664101,53831953,"Sr88","Chr08K",50295437,50296201,"Pavir.8KG059608","","","","","",""
"Chr08K","8K@39.99",46664101,53831953,"Sr88","Chr08K",50300674,50301320,"Pavir.8KG059610","","","","","",""
"Chr08K","8K@39.99",46664101,53831953,"Sr88","Chr08K",50324003,50324684,"Pavir.8KG059612","GO:0055114,GO:0047134","","","","LOC_Os07g42070","DC1 domain-containing protein, putative, expressed"
"Chr08K","8K@39.99",46664101,53831953,"Sr88","Chr08K",50327244,50330275,"Pavir.8KG059614","","AT1G32120","","","LOC_Os11g40570","plant viral response family protein, putative, expressed"
"Chr08K","8K@39.99",46664101,53831953,"Sr88","Chr08K",50334708,50336602,"Pavir.8KG059616","GO:0005509","AT5G39670","","Calcium-binding EF-hand family protein","LOC_Os07g43800","EF hand family protein, putative, expressed"
"Chr08K","8K@39.99",46664101,53831953,"Sr88","Chr08K",50341064,50342460,"Pavir.8KG059618","GO:0006468,GO:0004672","AT3G47570","","Leucine-rich repeat protein kinase family protein","LOC_Os11g40810","receptor kinase, putative, expressed"
"Chr08K","8K@39.99",46664101,53831953,"Sr88","Chr08K",50352780,50353253,"Pavir.8KG059620","","","","","LOC_Os06g38680","expressed protein"
"Chr08K","8K@39.99",46664101,53831953,"Sr88","Chr08K",50386393,50387257,"Pavir.8KG059622","","","","","",""
"Chr08K","8K@39.99",46664101,53831953,"Sr88","Chr08K",50397174,50397647,"Pavir.8KG059624","","","","","LOC_Os06g38680","expressed protein"
"Chr08K","8K@39.99",46664101,53831953,"Sr88","Chr08K",50417500,50421651,"Pavir.8KG059626","GO:0005515,GO:0006468,GO:0005524,GO:0004672","AT3G47570","","Leucine-rich repeat protein kinase family protein","LOC_Os11g41100","expressed protein"
"Chr08K","8K@39.99",46664101,53831953,"Sr88","Chr08K",50431771,50432423,"Pavir.8KG059628","","AT4G29090","","Ribonuclease H-like superfamily protein","LOC_Os06g46610","retrotransposon protein, putative, unclassified, expressed"
"Chr08K","8K@39.99",46664101,53831953,"Sr88","Chr08K",50433580,50436906,"Pavir.8KG059630","GO:0043531","AT3G07040","RPM1,RPS3","NB-ARC domain-containing disease resistance protein","LOC_Os11g37880","stripe rust resistance protein Yr10, putative, expressed"
"Chr08K","8K@39.99",46664101,53831953,"Sr88","Chr08K",50436965,50438509,"Pavir.8KG059632","","AT1G32120","","","LOC_Os11g40570","plant viral response family protein, putative, expressed"
"Chr08K","8K@39.99",46664101,53831953,"Sr88","Chr08K",50454904,50455378,"Pavir.8KG059634","","","","","LOC_Os06g38680","expressed protein"
"Chr08K","8K@39.99",46664101,53831953,"Sr88","Chr08K",50189128,50189898,"Pavir.8KG059800","GO:0045735","","","","",""
"Chr08K","8K@39.99",46664101,53831953,"Sr88","Chr08K",50200174,50203462,"Pavir.8KG059802","","AT5G50140","","Ankyrin repeat family protein","LOC_Os06g19010","cadmium tolerance factor, putative, expressed"
"Chr08K","8K@39.99",46664101,53831953,"Sr88","Chr08K",50214972,50216410,"Pavir.8KG059804","","","","","LOC_Os11g41770","expressed protein"
"Chr08K","8K@39.99",46664101,53831953,"Sr88","Chr08K",50216649,50217018,"Pavir.8KG059806","","","","","LOC_Os02g24940","conserved hypothetical protein"
"Chr08K","8K@39.99",46664101,53831953,"Sr88","Chr08K",50219029,50219661,"Pavir.8KG059808","","","","","",""
"Chr08K","8K@39.99",46664101,53831953,"Sr88","Chr08K",50225008,50225820,"Pavir.8KG059810","","","","","",""
"Chr08K","8K@39.99",46664101,53831953,"Sr88","Chr08K",50186945,50187513,"Pavir.8KG059900","GO:0045735","","","","",""
"Chr08K","8K@39.99",46664101,53831953,"Sr88","Chr08K",48485181,48491273,"Pavir.8KG128500","GO:0043531","AT3G07040","RPM1,RPS3","NB-ARC domain-containing disease resistance protein","LOC_Os11g37880","stripe rust resistance protein Yr10, putative, expressed"
"Chr08K","8K@39.99",46664101,53831953,"Sr88","Chr08K",48495977,48496294,"Pavir.8KG128502","","","","","",""
"Chr08K","8K@39.99",46664101,53831953,"Sr88","Chr08K",48900255,48905428,"Pavir.8KG129100","GO:0043531","AT3G07040","RPM1,RPS3","NB-ARC domain-containing disease resistance protein","LOC_Os11g37880","stripe rust resistance protein Yr10, putative, expressed"
"Chr08K","8K@39.99",46664101,53831953,"Sr88","Chr08K",48952477,48953070,"Pavir.8KG129102","","AT1G58170","","Disease resistance-responsive (dirigent-like protein) family protein","LOC_Os08g28790","dirigent, putative, expressed"
"Chr08K","8K@39.99",46664101,53831953,"Sr88","Chr08K",48953869,48958240,"Pavir.8KG129104","","AT3G07040","RPM1,RPS3","NB-ARC domain-containing disease resistance protein","LOC_Os02g18510","stripe rust resistance protein Yr10, putative, expressed"
"Chr08K","8K@39.99",46664101,53831953,"Sr88","Chr08K",48953121,48956166,"Pavir.8KG129106","GO:0043531","AT3G50950","ZAR1","HOPZ-ACTIVATED RESISTANCE 1","LOC_Os02g18510","stripe rust resistance protein Yr10, putative, expressed"
"Chr08K","8K@39.99",46664101,53831953,"Sr88","Chr08K",50034706,50035206,"Pavir.8KG133300","","","","","LOC_Os05g10560","expressed protein"
"Chr08K","8K@39.99",46664101,53831953,"Sr88","Chr08K",51712077,51715044,"Pavir.8KG169900","GO:0055085,GO:0016020,GO:0015297,GO:0015238,GO:0006855","AT3G23560","ALF5","MATE efflux family protein","LOC_Os07g31884","MATE efflux family protein, putative, expressed"
"Chr08K","8K@39.99",46664101,53831953,"Sr88","Chr08K",47459637,47472213,"Pavir.8KG186400","GO:0006468,GO:0005524,GO:0004672","AT1G11300","","protein serine/threonine kinases;protein kinases;ATP binding;sugar binding;kinases;carbohydrate binding","LOC_Os11g11890","protein kinase domain containing protein, expressed"
"Chr08K","8K@39.99",46664101,53831953,"Sr88","Chr08K",47462407,47463376,"Pavir.8KG186500","","","","","",""
"Chr08K","8K@39.99",46664101,53831953,"Sr88","Chr08K",47474081,47475972,"Pavir.8KG186600","","","","","",""
"Chr08K","8K@39.99",46664101,53831953,"Sr88","Chr08K",47497898,47503074,"Pavir.8KG186602","","","","","",""
"Chr08K","8K@39.99",46664101,53831953,"Sr88","Chr08K",48995480,49000559,"Pavir.8KG186800","GO:0043531","AT3G07040","RPM1,RPS3","NB-ARC domain-containing disease resistance protein","LOC_Os11g37880","stripe rust resistance protein Yr10, putative, expressed"
"Chr08K","8K@39.99",46664101,53831953,"Sr88","Chr08K",49014929,49019448,"Pavir.8KG188900","GO:0043531","AT3G07040","RPM1,RPS3","NB-ARC domain-containing disease resistance protein","LOC_Os02g18510","stripe rust resistance protein Yr10, putative, expressed"
"Chr08K","8K@39.99",46664101,53831953,"Sr88","Chr08K",49021514,49029998,"Pavir.8KG188902","GO:0043531","AT1G50180","","NB-ARC domain-containing disease resistance protein","LOC_Os10g03570","RGH1A, putative, expressed"
"Chr08K","8K@39.99",46664101,53831953,"Sr88","Chr08K",49038434,49041620,"Pavir.8KG188904","","AT3G46710","","NB-ARC domain-containing disease resistance protein","LOC_Os02g18510","stripe rust resistance protein Yr10, putative, expressed"
"Chr08K","8K@39.99",46664101,53831953,"Sr88","Chr08K",49042389,49043105,"Pavir.8KG188906","GO:0043531","AT3G07040","RPM1,RPS3","NB-ARC domain-containing disease resistance protein","LOC_Os11g37759","stripe rust resistance protein Yr10, putative, expressed"
"Chr08K","8K@39.99",46664101,53831953,"Sr88","Chr08K",47608998,47609841,"Pavir.8KG198700","GO:0045735","","","","",""
"Chr08K","8K@39.99",46664101,53831953,"Sr88","Chr08K",47610641,47611367,"Pavir.8KG198702","GO:0045735","","","","",""
"Chr08K","8K@39.99",46664101,53831953,"Sr88","Chr08K",47613424,47614026,"Pavir.8KG198704","GO:0045735","","","","",""
"Chr08K","8K@39.99",46664101,53831953,"Sr88","Chr08K",47617899,47618141,"Pavir.8KG198706","GO:0045735","","","","",""
"Chr08K","8K@39.99",46664101,53831953,"Sr88","Chr08K",47620045,47620805,"Pavir.8KG198708","GO:0045735","","","","",""
"Chr08K","8K@39.99",46664101,53831953,"Sr88","Chr08K",47629905,47630772,"Pavir.8KG198710","GO:0045735","","","","",""
"Chr08K","8K@39.99",46664101,53831953,"Sr88","Chr08K",50999079,51006876,"Pavir.8KG204800","GO:0043531","AT3G14470","","NB-ARC domain-containing disease resistance protein","LOC_Os11g47780","pollen signalling protein with adenylyl cyclase activity, putative, expressed"
"Chr08K","8K@39.99",46664101,53831953,"Sr88","Chr08K",47512849,47515120,"Pavir.8KG215900","GO:0050662,GO:0003824","AT1G61720","BAN","NAD(P)-binding Rossmann-fold superfamily protein","LOC_Os04g53850","leucoanthocyanidin reductase, putative, expressed"
"Chr08K","8K@39.99",46664101,53831953,"Sr88","Chr08K",49050447,49052313,"Pavir.8KG229400","","","","","",""
"Chr08K","8K@39.99",46664101,53831953,"Sr88","Chr08K",49053868,49054628,"Pavir.8KG229500","","AT1G58170","","Disease resistance-responsive (dirigent-like protein) family protein","LOC_Os08g28790","dirigent, putative, expressed"
"Chr08K","8K@39.99",46664101,53831953,"Sr88","Chr08K",49055918,49060647,"Pavir.8KG229502","GO:0043531","AT3G50950","ZAR1","HOPZ-ACTIVATED RESISTANCE 1","LOC_Os11g37880","stripe rust resistance protein Yr10, putative, expressed"
"Chr08K","8K@39.99",46664101,53831953,"Sr88","Chr08K",48594554,48595374,"Pavir.8KG229600","","","","","",""
"Chr08K","8K@39.99",46664101,53831953,"Sr88","Chr08K",48585909,48600284,"Pavir.8KG229602","","AT3G50950","ZAR1","HOPZ-ACTIVATED RESISTANCE 1","LOC_Os11g37880","stripe rust resistance protein Yr10, putative, expressed"
"Chr08K","8K@39.99",46664101,53831953,"Sr88","Chr08K",48616274,48617149,"Pavir.8KG229604","","","","","",""
"Chr08K","8K@39.99",46664101,53831953,"Sr88","Chr08K",48631785,48632433,"Pavir.8KG229606","","AT1G55210","","Disease resistance-responsive (dirigent-like protein) family protein","LOC_Os08g28790","dirigent, putative, expressed"
"Chr08K","8K@39.99",46664101,53831953,"Sr88","Chr08K",48633231,48636566,"Pavir.8KG229608","GO:0043531","AT3G07040","RPM1,RPS3","NB-ARC domain-containing disease resistance protein","LOC_Os02g18510","stripe rust resistance protein Yr10, putative, expressed"
"Chr08K","8K@39.99",46664101,53831953,"Sr88","Chr08K",48640151,48640468,"Pavir.8KG229610","","","","","",""
"Chr08K","8K@39.99",46664101,53831953,"Sr88","Chr08K",48649989,48650781,"Pavir.8KG229612","","","","","",""
"Chr08K","8K@39.99",46664101,53831953,"Sr88","Chr08K",48676197,48680510,"Pavir.8KG230700","","AT3G50950","ZAR1","HOPZ-ACTIVATED RESISTANCE 1","LOC_Os11g37880","stripe rust resistance protein Yr10, putative, expressed"
"Chr08K","8K@39.99",46664101,53831953,"Sr88","Chr08K",48689145,48692513,"Pavir.8KG230702","","AT5G43470","HRT,RCY1,RPP8","Disease resistance protein (CC-NBS-LRR class) family","LOC_Os11g37880","stripe rust resistance protein Yr10, putative, expressed"
"Chr08K","8K@39.99",46664101,53831953,"Sr88","Chr08K",48694130,48694725,"Pavir.8KG230704","","","","","LOC_Os02g18510","stripe rust resistance protein Yr10, putative, expressed"
"Chr08K","8K@39.99",46664101,53831953,"Sr88","Chr08K",50052101,50052819,"Pavir.8KG247100","GO:0008270","","","","",""
"Chr08K","8K@39.99",46664101,53831953,"Sr88","Chr08K",50063380,50065983,"Pavir.8KG247200","GO:0048544,GO:0006468,GO:0005524,GO:0004672","AT2G19130","","S-locus lectin protein kinase family protein","LOC_Os04g34290","protein kinase, putative, expressed"
"Chr08K","8K@39.99",46664101,53831953,"Sr88","Chr08K",53750108,53751115,"Pavir.8KG251900","GO:0006355,GO:0003677","AT2G24430","ANAC038,ANAC039,NAC038","NAC domain containing protein 38","LOC_Os09g32260","no apical meristem protein, putative, expressed"
"Chr08K","8K@39.99",46664101,53831953,"Sr88","Chr08K",53771319,53774930,"Pavir.8KG251915","","","","","",""
"Chr08K","8K@39.99",46664101,53831953,"Sr88","Chr08K",49235644,49240647,"Pavir.8KG264200","GO:0043531","AT3G07040","RPM1,RPS3","NB-ARC domain-containing disease resistance protein","LOC_Os02g18510","stripe rust resistance protein Yr10, putative, expressed"
"Chr08K","8K@39.99",46664101,53831953,"Sr88","Chr08K",49243373,49244120,"Pavir.8KG264202","","","","","",""
"Chr08K","8K@39.99",46664101,53831953,"Sr88","Chr08K",48216173,48217471,"Pavir.8KG277800","GO:0005515","AT3G06190","ATBPM2,BPM2","BTB-POZ and MATH domain 2","LOC_Os11g40680","MBTB64 - Bric-a-Brac, Tramtrack, Broad Complex BTB domain with Meprin and TRAF Homology MATH domain, expressed"
"Chr08K","8K@39.99",46664101,53831953,"Sr88","Chr08K",48231722,48232069,"Pavir.8KG277802","","","","","",""
"Chr08K","8K@39.99",46664101,53831953,"Sr88","Chr08K",50091074,50091988,"Pavir.8KG278500","GO:0005515","","","","LOC_Os07g04790","OsFBX215 - F-box domain containing protein, expressed"
"Chr08K","8K@39.99",46664101,53831953,"Sr88","Chr08K",50110007,50110969,"Pavir.8KG278502","","","","","",""
"Chr08K","8K@39.99",46664101,53831953,"Sr88","Chr08K",50119982,50121190,"Pavir.8KG278504","","AT5G55150","","Protein of unknown function (DUF295)","LOC_Os01g34630","retrotransposon protein, putative, Ty1-copia subclass, expressed"
"Chr08K","8K@39.99",46664101,53831953,"Sr88","Chr08K",50123744,50124494,"Pavir.8KG278506","GO:0045735","","","","",""
"Chr08K","8K@39.99",46664101,53831953,"Sr88","Chr08K",50126053,50126824,"Pavir.8KG278508","GO:0045735","","","","",""
"Chr08K","8K@39.99",46664101,53831953,"Sr88","Chr08K",50131312,50131935,"Pavir.8KG278510","","AT3G06190","ATBPM2,BPM2","BTB-POZ and MATH domain 2","LOC_Os02g20720","MBTB2 - Bric-a-Brac, Tramtrack, Broad Complex BTB domain with Meprin and TRAF Homology MATH domain, expressed"
"Chr08K","8K@39.99",46664101,53831953,"Sr88","Chr08K",50132854,50133369,"Pavir.8KG278512","GO:0045735","","","","",""
"Chr08K","8K@39.99",46664101,53831953,"Sr88","Chr08K",50136451,50140194,"Pavir.8KG278514","","AT5G50140","","Ankyrin repeat family protein","LOC_Os06g19130","cadmium tolerance factor, putative, expressed"
"Chr08K","8K@39.99",46664101,53831953,"Sr88","Chr08K",50148953,50152831,"Pavir.8KG278516","","","","","LOC_Os11g41770","expressed protein"
"Chr08K","8K@39.99",46664101,53831953,"Sr88","Chr08K",50154020,50154652,"Pavir.8KG278518","","","","","",""
"Chr08K","8K@39.99",46664101,53831953,"Sr88","Chr08K",50160001,50160813,"Pavir.8KG278520","","","","","",""
"Chr08K","8K@39.99",46664101,53831953,"Sr88","Chr08K",50166887,50167720,"Pavir.8KG278522","GO:0045735","","","","",""
"Chr08K","8K@39.99",46664101,53831953,"Sr88","Chr08K",50169829,50171008,"Pavir.8KG278524","","AT2G33190","","F-box family protein with a domain of unknown function (DUF295)","LOC_Os07g04790","OsFBX215 - F-box domain containing protein, expressed"
"Chr08K","8K@39.99",46664101,53831953,"Sr88","Chr08K",50174300,50178054,"Pavir.8KG278526","","","","","",""
"Chr08K","8K@39.99",46664101,53831953,"Sr88","Chr08K",50183158,50184507,"Pavir.8KG278528","","AT2G17030","","F-box family protein with a domain of unknown function (DUF295)","LOC_Os01g34630","retrotransposon protein, putative, Ty1-copia subclass, expressed"
"Chr08K","8K@39.99",46664101,53831953,"Sr88","Chr08K",47004828,47007278,"Pavir.8KG297600","GO:0055114,GO:0051537,GO:0016491","AT1G44446","ATCAO,CAO,CH1","Pheophorbide a oxygenase family protein with Rieske [2Fe-2S] domain","LOC_Os10g41780","chlorophyllide a oxygenase, chloroplast precursor, putative, expressed"
"Chr08K","8K@39.99",46664101,53831953,"Sr88","Chr08K",47019411,47023164,"Pavir.8KG297700","","","","","LOC_Os12g04750","OsDegp14 - Putative Deg protease homologue, expressed"
"Chr08K","8K@39.99",46664101,53831953,"Sr88","Chr08K",47023165,47024495,"Pavir.8KG297702","","","","","LOC_Os01g56870","expressed protein"
"Chr08K","8K@39.99",46664101,53831953,"Sr88","Chr08K",53170302,53171342,"Pavir.8KG309800","","AT3G46710","","NB-ARC domain-containing disease resistance protein","LOC_Os11g03650","mla1, putative, expressed"
"Chr08K","8K@39.99",46664101,53831953,"Sr88","Chr08K",53181424,53184085,"Pavir.8KG309802","","AT3G46530","RPP13","NB-ARC domain-containing disease resistance protein","LOC_Os12g09240","NBS-LRR disease resistance protein, putative, expressed"
