"chr","QTL","pos_lo","pos_hi","TRAIT","seqid","start","end","locusName","GO","Best.hit.arabi.name","arabi.symbol","arabi.defline","Best.hit.rice.name","rice.defline"
"Chr02K","2K@32.06",14579029,20557882,"Cd111","Chr02K",19676931,19684285,"Pavir.2KG063100","GO:0016020,GO:0006810,GO:0005215","AT5G03280","ATEIN2,CKR1,EIN2,ERA3,ORE2,ORE3,PIR2","NRAMP metal ion transporter family protein","LOC_Os07g06130","ethylene-insensitive protein, putative, expressed"
"Chr02K","2K@32.06",14579029,20557882,"Cd111","Chr02K",19666392,19671835,"Pavir.2KG063300","","","","","",""
"Chr02K","2K@32.06",14579029,20557882,"Cd111","Chr02K",19665318,19666526,"Pavir.2KG063400","GO:0051082,GO:0016272,GO:0006457","","","","LOC_Os07g26974","expressed protein"
"Chr02K","2K@32.06",14579029,20557882,"Cd111","Chr02K",19660741,19663891,"Pavir.2KG063600","","","","","LOC_Os07g26960","kinesin-like protein, identical, putative, expressed"
"Chr02K","2K@32.06",14579029,20557882,"Cd111","Chr02K",19647750,19651033,"Pavir.2KG063700","GO:0016021,GO:0005789","AT1G01230","","ORMDL family protein","LOC_Os07g26940","ORM1, putative, expressed"
"Chr02K","2K@32.06",14579029,20557882,"Cd111","Chr02K",19643423,19647318,"Pavir.2KG063800","","AT1G78922","","","LOC_Os01g15800","expressed protein"
"Chr02K","2K@32.06",14579029,20557882,"Cd111","Chr02K",15842141,15845092,"Pavir.2KG075400","","","","","",""
"Chr02K","2K@32.06",14579029,20557882,"Cd111","Chr02K",15890533,15893472,"Pavir.2KG075558","","","","","",""
"Chr02K","2K@32.06",14579029,20557882,"Cd111","Chr02K",15900413,15901565,"Pavir.2KG075716","","","","","",""
"Chr02K","2K@32.06",14579029,20557882,"Cd111","Chr02K",15916366,15917559,"Pavir.2KG075874","","","","","",""
"Chr02K","2K@32.06",14579029,20557882,"Cd111","Chr02K",15921416,15928752,"Pavir.2KG076033","GO:0055114,GO:0020037,GO:0016705,GO:0005506","AT3G26330","CYP71B37","cytochrome P450, family 71, subfamily B, polypeptide 37","LOC_Os07g19210","cytochrome P450, putative, expressed"
"Chr02K","2K@32.06",14579029,20557882,"Cd111","Chr02K",15946123,15948932,"Pavir.2KG076191","GO:0003677,GO:0046983","AT3G42170","","BED zinc finger ;hAT family dimerisation domain","LOC_Os11g36790","OsFBO6 - F-box and other domain containing protein, expressed"
