"chr","QTL","pos_lo","pos_hi","TRAIT","seqid","start","end","locusName","GO","Best.hit.arabi.name","arabi.symbol","arabi.defline","Best.hit.rice.name","rice.defline"
"Chr04N","4N@5.74",911899,4970566,"K39","Chr04N",924761,927778,"Pavir.4NG010500","GO:0016021,GO:0008250,GO:0004579","AT1G32210","ATDAD1","Defender against death (DAD family) protein","LOC_Os04g32550","defender against cell death 1, putative, expressed"
"Chr04N","4N@5.74",911899,4970566,"K39","Chr04N",926169,926564,"Pavir.4NG010550","","","","","",""
"Chr04N","4N@5.74",911899,4970566,"K39","Chr04N",927781,929606,"Pavir.4NG010600","GO:0016747","AT5G42830","","HXXXD-type acyl-transferase family protein","LOC_Os06g01350","transferase family protein, putative, expressed"
"Chr04N","4N@5.74",911899,4970566,"K39","Chr04N",929608,932914,"Pavir.4NG010700","","AT2G35540","","DNAJ heat shock N-terminal domain-containing protein","LOC_Os06g02170","DNAJ heat shock N-terminal domain-containing protein, putative, expressed"
"Chr04N","4N@5.74",911899,4970566,"K39","Chr04N",933521,946998,"Pavir.4NG010900","GO:0008152,GO:0003824","AT5G35930","","AMP-dependent synthetase and ligase family protein","LOC_Os06g02160","AMP-binding enzyme family protein, expressed"
"Chr04N","4N@5.74",911899,4970566,"K39","Chr04N",947238,951670,"Pavir.4NG011000","","AT1G26180","","","LOC_Os02g22060","expressed protein"
"Chr04N","4N@5.74",911899,4970566,"K39","Chr04N",948534,949238,"Pavir.4NG011101","","","","","",""
"Chr04N","4N@5.74",911899,4970566,"K39","Chr04N",952028,956790,"Pavir.4NG011200","GO:0055114,GO:0004616,GO:0050661,GO:0006098","AT3G02360","","6-phosphogluconate dehydrogenase family protein","LOC_Os06g02144","6-phosphogluconate dehydrogenase, decarboxylating, putative, expressed"
"Chr04N","4N@5.74",911899,4970566,"K39","Chr04N",959947,964999,"Pavir.4NG011300","GO:0031683,GO:0019001,GO:0007186,GO:0004871,GO:0003924","AT1G31930","XLG3","extra-large GTP-binding protein 3","LOC_Os06g02130","G-protein alpha subunit, putative, expressed"
"Chr04N","4N@5.74",911899,4970566,"K39","Chr04N",965178,969219,"Pavir.4NG011400","","AT5G27270","EMB976","Tetratricopeptide repeat (TPR)-like superfamily protein","LOC_Os06g02120","PPR repeat domain containing protein, putative, expressed"
"Chr04N","4N@5.74",911899,4970566,"K39","Chr04N",972485,981766,"Pavir.4NG011500","","AT3G25680","","","LOC_Os06g30390","oxidoreductase/ transition metal ion binding protein, putative, expressed"
"Chr04N","4N@5.74",911899,4970566,"K39","Chr04N",1002042,1003350,"Pavir.4NG011600","","AT1G44080","","F-box family protein with a domain of unknown function (DUF295)","LOC_Os06g02110","OsFBX182 - F-box domain containing protein, expressed"
"Chr04N","4N@5.74",911899,4970566,"K39","Chr04N",1006332,1009608,"Pavir.4NG011800","","AT2G16290","","F-box family protein with a domain of unknown function (DUF295)","LOC_Os06g02110","OsFBX182 - F-box domain containing protein, expressed"
"Chr04N","4N@5.74",911899,4970566,"K39","Chr04N",1010242,1011417,"Pavir.4NG011900","","","","","LOC_Os06g02110","OsFBX182 - F-box domain containing protein, expressed"
"Chr04N","4N@5.74",911899,4970566,"K39","Chr04N",1022888,1025509,"Pavir.4NG012100","","AT2G26160","","F-box family protein with a domain of unknown function (DUF295)","LOC_Os06g02100","OsFBX181 - F-box domain containing protein, expressed"
"Chr04N","4N@5.74",911899,4970566,"K39","Chr04N",1026680,1028020,"Pavir.4NG012200","GO:0006468,GO:0004672","AT5G63370","","Protein kinase superfamily protein","LOC_Os10g06510","cyclin-dependent kinase G-1, putative, expressed"
"Chr04N","4N@5.74",911899,4970566,"K39","Chr04N",1033017,1036027,"Pavir.4NG012300","","AT2G16290","","F-box family protein with a domain of unknown function (DUF295)","LOC_Os06g02100","OsFBX181 - F-box domain containing protein, expressed"
"Chr04N","4N@5.74",911899,4970566,"K39","Chr04N",1052115,1056488,"Pavir.4NG012500","","","","","LOC_Os06g02370","expressed protein"
"Chr04N","4N@5.74",911899,4970566,"K39","Chr04N",1058866,1059960,"Pavir.4NG012650","","","","","",""
"Chr04N","4N@5.74",911899,4970566,"K39","Chr04N",1083378,1086684,"Pavir.4NG012800","GO:0005515,GO:0006468,GO:0005524,GO:0004672","AT2G01210","","Leucine-rich repeat protein kinase family protein","LOC_Os01g33090","expressed protein"
