"chr","QTL","pos_lo","pos_hi","TRAIT","seqid","start","end","locusName","GO","Best.hit.arabi.name","arabi.symbol","arabi.defline","Best.hit.rice.name","rice.defline"
"Chr03N","3N@9.89",1207954,6612355,"Mg26","Chr03N",1215299,1216077,"Pavir.3NG008800","","AT3G10190","","Calcium-binding EF-hand family protein","LOC_Os12g04360","calmodulin-like protein 1, putative, expressed"
"Chr03N","3N@9.89",1207954,6612355,"Mg26","Chr03N",1218649,1220166,"Pavir.3NG008900","","AT1G50420","SCL-3,SCL3","scarecrow-like 3","LOC_Os12g04370","GRAS family transcription factor containing protein, expressed"
"Chr03N","3N@9.89",1207954,6612355,"Mg26","Chr03N",1220863,1221368,"Pavir.3NG008990","","","","","",""
"Chr03N","3N@9.89",1207954,6612355,"Mg26","Chr03N",1221509,1224959,"Pavir.3NG009100","","AT1G50420","SCL-3,SCL3","scarecrow-like 3","LOC_Os12g04370","GRAS family transcription factor containing protein, expressed"
"Chr03N","3N@9.89",1207954,6612355,"Mg26","Chr03N",1225267,1227928,"Pavir.3NG009200","","AT1G50420","SCL-3,SCL3","scarecrow-like 3","LOC_Os12g04380","GRAS family transcription factor containing protein, expressed"
"Chr03N","3N@9.89",1207954,6612355,"Mg26","Chr03N",1289741,1292820,"Pavir.3NG009400","GO:0005515","AT2G41370","BOP2","Ankyrin repeat family protein / BTB/POZ domain-containing protein","LOC_Os12g04410","BTBA6 - Bric-a-Brac,Tramtrack, Broad Complex BTB domain with Ankyrin repeat region, expressed"
"Chr03N","3N@9.89",1207954,6612355,"Mg26","Chr03N",1299675,1304729,"Pavir.3NG009500","GO:0016844,GO:0009058","AT3G57030","","Calcium-dependent phosphotriesterase superfamily protein","LOC_Os12g04424","strictosidine synthase, putative, expressed"
"Chr03N","3N@9.89",1207954,6612355,"Mg26","Chr03N",1307143,1311926,"Pavir.3NG009600","GO:0009098,GO:0003852,GO:0003824","AT1G74040","IMS1,IPMS2,MAML-3","2-isopropylmalate synthase 1","LOC_Os11g04670","2-isopropylmalate synthase B, putative, expressed"
"Chr03N","3N@9.89",1207954,6612355,"Mg26","Chr03N",1318116,1318631,"Pavir.3NG009700","GO:0008270,GO:0005515","AT4G26400","","RING/U-box superfamily protein","LOC_Os11g04680","zinc finger, C3HC4 type domain containing protein, expressed"
"Chr03N","3N@9.89",1207954,6612355,"Mg26","Chr03N",1319668,1320195,"Pavir.3NG009800","GO:0008270,GO:0005515","AT3G46620","","zinc finger (C3HC4-type RING finger) family protein","LOC_Os11g04690","zinc finger, C3HC4 type domain containing protein, expressed"
"Chr03N","3N@9.89",1207954,6612355,"Mg26","Chr03N",1324223,1329079,"Pavir.3NG010000","GO:0055114,GO:0020037,GO:0016705,GO:0005506","AT5G05690","CBB3,CPD,CYP90,CYP90A,CYP90A1,DWF3","Cytochrome P450 superfamily protein","LOC_Os12g04480","cytochrome P450, putative, expressed"
"Chr03N","3N@9.89",1207954,6612355,"Mg26","Chr03N",1332043,1334707,"Pavir.3NG010100","GO:0000160","AT3G57040","ARR9,ATRR4","response regulator 9","LOC_Os11g04720","OsRR10 type-A response regulator, expressed"
"Chr03N","3N@9.89",1207954,6612355,"Mg26","Chr03N",1333759,1337488,"Pavir.3NG010200","GO:0006351,GO:0005634,GO:0003899,GO:0003677","AT3G57080","NRPE5,RPB5B","Eukaryotic rpb5 RNA polymerase subunit family protein","LOC_Os12g04510","DNA-directed RNA polymerases I, II, and III subunit RPABC1, putative, expressed"
"Chr03N","3N@9.89",1207954,6612355,"Mg26","Chr03N",1337513,1341216,"Pavir.3NG010290","GO:0055114,GO:0016020,GO:0003885","AT3G47930","ATGLDH,GLDH","L-galactono-1,4-lactone dehydrogenase","LOC_Os12g04520","FAD-binding and arabino-lactone oxidase domains containing protein, putative, expressed"
"Chr03N","3N@9.89",1207954,6612355,"Mg26","Chr03N",1341898,1342232,"Pavir.3NG010500","GO:0045263,GO:0015986,GO:0015078","ATCG00130","","ATPase, F0 complex, subunit B/B\', bacterial/chloroplast","LOC_Os10g38272","ATP synthase B chain, putative, expressed"
"Chr03N","3N@9.89",1207954,6612355,"Mg26","Chr03N",1351306,1354278,"Pavir.3NG010600","","AT4G11000","","Ankyrin repeat family protein","LOC_Os11g04830","embryogenesis transmembrane protein, putative, expressed"
"Chr03N","3N@9.89",1207954,6612355,"Mg26","Chr03N",1388690,1392490,"Pavir.3NG010690","GO:0046488,GO:0016307","AT3G07960","","Phosphatidylinositol-4-phosphate 5-kinase family protein","LOC_Os12g04700","phosphatidylinositol-4-phosphate 5-kinase, putative, expressed"
"Chr03N","3N@9.89",1207954,6612355,"Mg26","Chr03N",1393203,1395702,"Pavir.3NG010780","","AT2G41750","","DTW domain-containing protein","LOC_Os11g04850","DTW domain containing protein, putative, expressed"
"Chr03N","3N@9.89",1207954,6612355,"Mg26","Chr03N",1397218,1397616,"Pavir.3NG010870","GO:0005515","AT3G45180","","Ubiquitin-like superfamily protein","LOC_Os11g04880","ubiquitin-like protein 5, putative, expressed"
"Chr03N","3N@9.89",1207954,6612355,"Mg26","Chr03N",1399720,1402440,"Pavir.3NG010960","","","","","",""
"Chr03N","3N@9.89",1207954,6612355,"Mg26","Chr03N",1404157,1408408,"Pavir.3NG011050","GO:0005515","AT1G51450","TRO","TRAUCO","LOC_Os12g04930","ASH-like SPRY domain containing protein, putative, expressed"
"Chr03N","3N@9.89",1207954,6612355,"Mg26","Chr03N",1409308,1415388,"Pavir.3NG011140","GO:0005634","AT2G26460","SMU2","RED family protein","LOC_Os11g04950","splicing factor, putative, expressed"
