"chr","QTL","pos_lo","pos_hi","TRAIT","seqid","start","end","locusName","GO","Best.hit.arabi.name","arabi.symbol","arabi.defline","Best.hit.rice.name","rice.defline"
"Chr01K","1K@75.9",49327867,55295623,"P31","Chr01K",50637471,50639897,"Pavir.1KG033600","GO:0016567,GO:0004842","AT1G66160","ATCMPG1,CMPG1","CYS, MET, PRO, and GLY protein 1","LOC_Os02g50460","immediate-early fungal elicitor protein CMPG1, putative, expressed"
"Chr01K","1K@75.9",49327867,55295623,"P31","Chr01K",50581938,50582765,"Pavir.1KG033800","","","","","",""
"Chr01K","1K@75.9",49327867,55295623,"P31","Chr01K",50609990,50610208,"Pavir.1KG033805","","","","","LOC_Os02g50430","expressed protein"
"Chr01K","1K@75.9",49327867,55295623,"P31","Chr01K",50612759,50613040,"Pavir.1KG033810","","","","","",""
"Chr01K","1K@75.9",49327867,55295623,"P31","Chr01K",50615770,50616391,"Pavir.1KG033815","","","","","LOC_Os02g50430","expressed protein"
"Chr01K","1K@75.9",49327867,55295623,"P31","Chr01K",50620540,50621262,"Pavir.1KG033820","","","","","",""
"Chr01K","1K@75.9",49327867,55295623,"P31","Chr01K",50399462,50400080,"Pavir.1KG033900","","","","","",""
"Chr01K","1K@75.9",49327867,55295623,"P31","Chr01K",50408149,50408979,"Pavir.1KG033905","","","","","",""
"Chr01K","1K@75.9",49327867,55295623,"P31","Chr01K",50439958,50440176,"Pavir.1KG033910","","","","","LOC_Os02g50430","expressed protein"
"Chr01K","1K@75.9",49327867,55295623,"P31","Chr01K",50442165,50442458,"Pavir.1KG033915","","","","","",""
"Chr01K","1K@75.9",49327867,55295623,"P31","Chr01K",50473327,50474184,"Pavir.1KG033920","","","","","",""
"Chr01K","1K@75.9",49327867,55295623,"P31","Chr01K",50488298,50488516,"Pavir.1KG033925","","","","","LOC_Os02g50430","expressed protein"
"Chr01K","1K@75.9",49327867,55295623,"P31","Chr01K",50491014,50491269,"Pavir.1KG033930","","","","","",""
"Chr01K","1K@75.9",49327867,55295623,"P31","Chr01K",50506439,50507169,"Pavir.1KG033935","","","","","",""
"Chr01K","1K@75.9",49327867,55295623,"P31","Chr01K",50513207,50513464,"Pavir.1KG033940","","","","","LOC_Os02g50430","expressed protein"
"Chr01K","1K@75.9",49327867,55295623,"P31","Chr01K",50526345,50526563,"Pavir.1KG033945","","","","","LOC_Os02g50430","expressed protein"
"Chr01K","1K@75.9",49327867,55295623,"P31","Chr01K",50528828,50529112,"Pavir.1KG033950","","","","","",""
"Chr01K","1K@75.9",49327867,55295623,"P31","Chr01K",50531879,50532514,"Pavir.1KG033955","","","","","LOC_Os06g13910","expressed protein"
"Chr01K","1K@75.9",49327867,55295623,"P31","Chr01K",50542845,50543063,"Pavir.1KG033960","","","","","LOC_Os02g50430","expressed protein"
"Chr01K","1K@75.9",49327867,55295623,"P31","Chr01K",50545151,50545406,"Pavir.1KG033965","","","","","",""
"Chr01K","1K@75.9",49327867,55295623,"P31","Chr01K",50573716,50574000,"Pavir.1KG033970","","","","","",""
"Chr01K","1K@75.9",49327867,55295623,"P31","Chr01K",52263008,52265323,"Pavir.1KG109500","GO:0006950","AT1G09740","","Adenine nucleotide alpha hydrolases-like superfamily protein","LOC_Os02g52314","BTB1 - Bric-a-Brac,Tramtrack, Broad Complex BTB domain, expressed"
