"chr","QTL","pos_lo","pos_hi","TRAIT","seqid","start","end","locusName","GO","Best.hit.arabi.name","arabi.symbol","arabi.defline","Best.hit.rice.name","rice.defline"
"Chr05K","5K@51.99",36622774,42854833,"Na23","Chr05K",42394237,42397449,"Pavir.5KG131500","","AT4G19003","VPS25","E2F/DP family winged-helix DNA-binding domain","LOC_Os01g46932","vacuolar protein-sorting-associated protein 25, putative, expressed"
"Chr05K","5K@51.99",36622774,42854833,"Na23","Chr05K",38637776,38639158,"Pavir.5KG374700","GO:0019843,GO:0006412,GO:0005840,GO:0003735","AT2G18400","","ribosomal protein L6 family protein","LOC_Os03g51510","ribosomal protein L6, putative, expressed"
"Chr05K","5K@51.99",36622774,42854833,"Na23","Chr05K",38634795,38637544,"Pavir.5KG374800","","","","","",""
"Chr05K","5K@51.99",36622774,42854833,"Na23","Chr05K",38625665,38627222,"Pavir.5KG375100","","AT3G02430","","Protein of unknown function (DUF679)","LOC_Os07g22510","expressed protein"
"Chr05K","5K@51.99",36622774,42854833,"Na23","Chr05K",37151415,37166064,"Pavir.5KG376200","","AT3G13510","","Protein of Unknown Function (DUF239)","LOC_Os04g12639","carboxyl-terminal proteinase, putative, expressed"
"Chr05K","5K@51.99",36622774,42854833,"Na23","Chr05K",37135958,37140135,"Pavir.5KG376400","","AT5G03905","","Iron-sulphur cluster biosynthesis family protein","LOC_Os08g28230","IscA-like iron-sulfur assembly protein, mitochondrial precursor, putative, expressed"
"Chr05K","5K@51.99",36622774,42854833,"Na23","Chr05K",37139761,37141101,"Pavir.5KG376407","","","","","",""
"Chr05K","5K@51.99",36622774,42854833,"Na23","Chr05K",40481579,40483620,"Pavir.5KG380100","GO:0005515","AT2G21530","","SMAD/FHA domain-containing protein ","LOC_Os12g03070","FHA domain containing protein, putative, expressed"
"Chr05K","5K@51.99",36622774,42854833,"Na23","Chr05K",40537208,40540694,"Pavir.5KG380107","","AT3G13410","","","LOC_Os11g03380","expressed protein"
"Chr05K","5K@51.99",36622774,42854833,"Na23","Chr05K",40543714,40546963,"Pavir.5KG380114","GO:0043531","AT3G14470","","NB-ARC domain-containing disease resistance protein","LOC_Os12g03080","rp3 protein, putative, expressed"
"Chr05K","5K@51.99",36622774,42854833,"Na23","Chr05K",40553307,40558397,"Pavir.5KG380121","","","","","",""
"Chr05K","5K@51.99",36622774,42854833,"Na23","Chr05K",40574242,40574673,"Pavir.5KG380128","","","","","",""
"Chr05K","5K@51.99",36622774,42854833,"Na23","Chr05K",40614227,40619780,"Pavir.5KG380135","","AT3G13410","","","LOC_Os11g03380","expressed protein"
"Chr05K","5K@51.99",36622774,42854833,"Na23","Chr05K",40642724,40644773,"Pavir.5KG380142","GO:0005515","AT2G21530","","SMAD/FHA domain-containing protein ","LOC_Os12g03070","FHA domain containing protein, putative, expressed"
"Chr05K","5K@51.99",36622774,42854833,"Na23","Chr05K",40644767,40645508,"Pavir.5KG380149","","","","","LOC_Os11g03380","expressed protein"
"Chr05K","5K@51.99",36622774,42854833,"Na23","Chr05K",40649363,40660386,"Pavir.5KG380156","","","","","",""
"Chr05K","5K@51.99",36622774,42854833,"Na23","Chr05K",40676893,40677729,"Pavir.5KG380163","","","","","",""
"Chr05K","5K@51.99",36622774,42854833,"Na23","Chr05K",40678072,40682187,"Pavir.5KG380170","","AT3G13410","","","LOC_Os11g03380","expressed protein"
"Chr05K","5K@51.99",36622774,42854833,"Na23","Chr05K",40684423,40687358,"Pavir.5KG380177","GO:0055114,GO:0020037,GO:0016705,GO:0005506","AT3G14690","CYP72A15","cytochrome P450, family 72, subfamily A, polypeptide 15","LOC_Os01g43710","cytochrome P450 72A1, putative, expressed"
"Chr05K","5K@51.99",36622774,42854833,"Na23","Chr05K",40743243,40749806,"Pavir.5KG380184","GO:0055114,GO:0020037,GO:0016705,GO:0005506","AT3G14690","CYP72A15","cytochrome P450, family 72, subfamily A, polypeptide 15","LOC_Os01g43750","cytochrome P450 72A1, putative, expressed"
"Chr05K","5K@51.99",36622774,42854833,"Na23","Chr05K",40751959,40756953,"Pavir.5KG380191","GO:0055114,GO:0020037,GO:0016705,GO:0005506","AT3G14680","CYP72A14","cytochrome P450, family 72, subfamily A, polypeptide 14","LOC_Os01g43740","cytochrome P450 72A1, putative, expressed"
