"chr","QTL","pos_lo","pos_hi","TRAIT","seqid","start","end","locusName","GO","Best.hit.arabi.name","arabi.symbol","arabi.defline","Best.hit.rice.name","rice.defline"
"Chr08N","8N@0",3180385,13167118,"Rb85","Chr08N",5937269,5938045,"Pavir.8NG033400","","AT1G62670","RPF2","rna processing factor 2","LOC_Os10g35240","Rf1, mitochondrial precursor, putative, expressed"
"Chr08N","8N@0",3180385,13167118,"Rb85","Chr08N",5939751,5942739,"Pavir.8NG033600","GO:0007094","AT5G05510","","Mad3/BUB1 homology region 1","LOC_Os11g03460","Mad3/BUB1 homology region 1 domain containing protein, expressed"
"Chr08N","8N@0",3180385,13167118,"Rb85","Chr08N",5947802,5949209,"Pavir.8NG033601","","","","","",""
"Chr08N","8N@0",3180385,13167118,"Rb85","Chr08N",5948945,5956426,"Pavir.8NG033602","GO:0005515","AT3G53390","","Transducin/WD40 repeat-like superfamily protein","LOC_Os12g07450","WD domain, G-beta repeat domain containing protein, expressed"
"Chr08N","8N@0",3180385,13167118,"Rb85","Chr08N",3779351,3787415,"Pavir.8NG042600","GO:0005509,GO:0006468,GO:0004672,GO:0030247","AT1G21270","WAK2","wall-associated kinase 2","LOC_Os09g38850","OsWAK91 - OsWAK receptor-like protein kinase, expressed"
"Chr08N","8N@0",3180385,13167118,"Rb85","Chr08N",3838380,3851967,"Pavir.8NG042601","GO:0043531","AT3G14470","","NB-ARC domain-containing disease resistance protein","LOC_Os11g47780","pollen signalling protein with adenylyl cyclase activity, putative, expressed"
"Chr08N","8N@0",3180385,13167118,"Rb85","Chr08N",3873539,3874345,"Pavir.8NG042602","GO:0043531","AT1G50180","","NB-ARC domain-containing disease resistance protein","LOC_Os11g28950","pollen signalling protein with adenylyl cyclase activity, putative, expressed"
"Chr08N","8N@0",3180385,13167118,"Rb85","Chr08N",3874367,3878395,"Pavir.8NG042603","GO:0043531","AT3G14470","","NB-ARC domain-containing disease resistance protein","LOC_Os11g47780","pollen signalling protein with adenylyl cyclase activity, putative, expressed"
"Chr08N","8N@0",3180385,13167118,"Rb85","Chr08N",3878396,3879921,"Pavir.8NG042604","","","","","LOC_Os11g47780","pollen signalling protein with adenylyl cyclase activity, putative, expressed"
"Chr08N","8N@0",3180385,13167118,"Rb85","Chr08N",3884820,3885857,"Pavir.8NG042605","","","","","",""
"Chr08N","8N@0",3180385,13167118,"Rb85","Chr08N",6126834,6128145,"Pavir.8NG042900","","AT1G65870","","Disease resistance-responsive (dirigent-like protein) family protein","LOC_Os11g07670","dirigent, putative, expressed"
"Chr08N","8N@0",3180385,13167118,"Rb85","Chr08N",6142832,6153780,"Pavir.8NG042901","","","","","LOC_Os11g17270","expressed protein"
"Chr08N","8N@0",3180385,13167118,"Rb85","Chr08N",3731838,3743441,"Pavir.8NG043000","","","","","LOC_Os11g44040","hypothetical protein"
"Chr08N","8N@0",3180385,13167118,"Rb85","Chr08N",3743866,3745282,"Pavir.8NG043001","","","","","LOC_Os11g06330","expressed protein"
"Chr08N","8N@0",3180385,13167118,"Rb85","Chr08N",3707768,3709124,"Pavir.8NG043100","","","","","LOC_Os01g62550","expressed protein"
"Chr08N","8N@0",3180385,13167118,"Rb85","Chr08N",3269589,3270383,"Pavir.8NG043500","","","","","LOC_Os12g07310","citrate-binding protein precursor, putative, expressed"
"Chr08N","8N@0",3180385,13167118,"Rb85","Chr08N",3268298,3269467,"Pavir.8NG043600","","","","","LOC_Os12g07310","citrate-binding protein precursor, putative, expressed"
"Chr08N","8N@0",3180385,13167118,"Rb85","Chr08N",3264955,3267246,"Pavir.8NG043700","GO:0006887,GO:0000145","AT5G13150","ATEXO70C1,EXO70C1","exocyst subunit exo70 family protein C1","LOC_Os11g06700","exo70 exocyst complex subunit, putative, expressed"
"Chr08N","8N@0",3180385,13167118,"Rb85","Chr08N",3262071,3263122,"Pavir.8NG043800","","AT5G22250","","Polynucleotidyl transferase, ribonuclease H-like superfamily protein","LOC_Os10g03560","CAF1 family ribonuclease containing protein, putative, expressed"
"Chr08N","8N@0",3180385,13167118,"Rb85","Chr08N",3254715,3258149,"Pavir.8NG044100","","AT5G27370","","Protein of unknown function (DUF679)","LOC_Os01g28089","expressed protein"
"Chr08N","8N@0",3180385,13167118,"Rb85","Chr08N",3246031,3248944,"Pavir.8NG044300","GO:0006351,GO:0005634,GO:0003677","AT5G09850","","Transcription elongation factor (TFIIS) family protein","LOC_Os11g06650","transcription elongation factor protein, putative, expressed"
"Chr08N","8N@0",3180385,13167118,"Rb85","Chr08N",3236680,3239969,"Pavir.8NG044500","","AT5G09580","","","LOC_Os11g06670","expressed protein"
"Chr08N","8N@0",3180385,13167118,"Rb85","Chr08N",3241389,3241911,"Pavir.8NG044501","","","","","",""
"Chr08N","8N@0",3180385,13167118,"Rb85","Chr08N",3233672,3236075,"Pavir.8NG044600","GO:0010468,GO:0005777","AT5G09840","","Putative endonuclease or glycosyl hydrolase","LOC_Os11g06680","expressed protein"
"Chr08N","8N@0",3180385,13167118,"Rb85","Chr08N",3227592,3228742,"Pavir.8NG044800","","","","","LOC_Os01g11210","expressed protein"
"Chr08N","8N@0",3180385,13167118,"Rb85","Chr08N",3207369,3211514,"Pavir.8NG045000","GO:0043531","AT3G50950","ZAR1","HOPZ-ACTIVATED RESISTANCE 1","LOC_Os11g38440","expressed protein"
"Chr08N","8N@0",3180385,13167118,"Rb85","Chr08N",3199251,3201878,"Pavir.8NG045100","","AT1G18740","","Protein of unknown function (DUF793)","LOC_Os12g06780","expressed protein"
"Chr08N","8N@0",3180385,13167118,"Rb85","Chr08N",3202723,3204219,"Pavir.8NG045101","","","","","",""
"Chr08N","8N@0",3180385,13167118,"Rb85","Chr08N",3205887,3213133,"Pavir.8NG045102","","","","","",""
"Chr08N","8N@0",3180385,13167118,"Rb85","Chr08N",3188926,3191885,"Pavir.8NG045300","GO:0005515","AT1G76900","AtTLP1,TLP1","tubby like protein 1","LOC_Os11g06420","OsFBT13 - F-box and tubby domain containing protein, expressed"
"Chr08N","8N@0",3180385,13167118,"Rb85","Chr08N",3183112,3187654,"Pavir.8NG045400","","AT1G21200","","sequence-specific DNA binding transcription factors","LOC_Os11g06410","homeodomain, putative, expressed"
