"chr","QTL","pos_lo","pos_hi","TRAIT","seqid","start","end","locusName","GO","Best.hit.arabi.name","arabi.symbol","arabi.defline","Best.hit.rice.name","rice.defline"
"Chr02K","2K@0",1973728,5826736,"Mg26","Chr02K",2266716,2270903,"Pavir.2KG021900","","","","","LOC_Os07g18570","expressed protein"
"Chr02K","2K@0",1973728,5826736,"Mg26","Chr02K",2279287,2281173,"Pavir.2KG022000","","","","","LOC_Os07g18570","expressed protein"
"Chr02K","2K@0",1973728,5826736,"Mg26","Chr02K",2287340,2290168,"Pavir.2KG022016","","","","","LOC_Os11g41770","expressed protein"
"Chr02K","2K@0",1973728,5826736,"Mg26","Chr02K",2292054,2292620,"Pavir.2KG022032","","","","","",""
"Chr02K","2K@0",1973728,5826736,"Mg26","Chr02K",2293912,2298863,"Pavir.2KG022048","","","","","",""
"Chr02K","2K@0",1973728,5826736,"Mg26","Chr02K",2223299,2229020,"Pavir.2KG023800","","","","","LOC_Os07g23900","OsFBX234 - F-box domain containing protein, expressed"
"Chr02K","2K@0",1973728,5826736,"Mg26","Chr02K",2221171,2222495,"Pavir.2KG023900","","","","","LOC_Os04g01560","expressed protein"
"Chr02K","2K@0",1973728,5826736,"Mg26","Chr02K",2176053,2178261,"Pavir.2KG024300","","","","","LOC_Os07g18570","expressed protein"
"Chr02K","2K@0",1973728,5826736,"Mg26","Chr02K",2195349,2195543,"Pavir.2KG024316","","","","","LOC_Os07g18570","expressed protein"
"Chr02K","2K@0",1973728,5826736,"Mg26","Chr02K",2203131,2204938,"Pavir.2KG024332","","","","","LOC_Os07g02960","expressed protein"
"Chr02K","2K@0",1973728,5826736,"Mg26","Chr02K",2211633,2214940,"Pavir.2KG024348","","","","","LOC_Os07g02890","OsFBX209 - F-box domain containing protein, expressed"
"Chr02K","2K@0",1973728,5826736,"Mg26","Chr02K",3594129,3598389,"Pavir.2KG026200","GO:0043531","AT3G07040","RPM1,RPS3","NB-ARC domain-containing disease resistance protein","LOC_Os11g03650","mla1, putative, expressed"
"Chr02K","2K@0",1973728,5826736,"Mg26","Chr02K",3454380,3458405,"Pavir.2KG026700","","AT5G49630","AAP6","amino acid permease 6","LOC_Os07g04180","amino acid transporter, putative, expressed"
"Chr02K","2K@0",1973728,5826736,"Mg26","Chr02K",3463036,3464239,"Pavir.2KG026716","","AT3G09110","","Protein of unknown function (DUF674)","LOC_Os01g06030","expressed protein"
"Chr02K","2K@0",1973728,5826736,"Mg26","Chr02K",3470222,3471241,"Pavir.2KG026732","","","","","",""
"Chr02K","2K@0",1973728,5826736,"Mg26","Chr02K",3483894,3484992,"Pavir.2KG027700","","","","","",""
"Chr02K","2K@0",1973728,5826736,"Mg26","Chr02K",3735335,3738792,"Pavir.2KG027900","","AT1G06690","","NAD(P)-linked oxidoreductase superfamily protein","LOC_Os07g05000","oxidoreductase, aldo/keto reductase family protein, putative, expressed"
"Chr02K","2K@0",1973728,5826736,"Mg26","Chr02K",2340754,2343148,"Pavir.2KG028600","","","","","LOC_Os07g18570","expressed protein"
