"chr","QTL","pos_lo","pos_hi","TRAIT","seqid","start","end","locusName","GO","Best.hit.arabi.name","arabi.symbol","arabi.defline","Best.hit.rice.name","rice.defline"
"Chr02N","2N@78.05",59589757,66616426,"P31","Chr02N",59771204,59773699,"Pavir.2NG031800","","AT3G13080","ATMRP3,MRP3","multidrug resistance-associated protein 3","LOC_Os01g07870","ABC transporter family protein, putative, expressed"
"Chr02N","2N@78.05",59589757,66616426,"P31","Chr02N",59798345,59800205,"Pavir.2NG031803","GO:0016567,GO:0004842","AT2G31510","ARI7,ATARI7","IBR domain-containing protein","LOC_Os09g38630","expressed protein"
"Chr02N","2N@78.05",59589757,66616426,"P31","Chr02N",59802755,59803421,"Pavir.2NG031806","","","","","",""
"Chr02N","2N@78.05",59589757,66616426,"P31","Chr02N",59812793,59814044,"Pavir.2NG031809","","","","","",""
"Chr02N","2N@78.05",59589757,66616426,"P31","Chr02N",59819222,59821083,"Pavir.2NG031812","","","","","",""
"Chr02N","2N@78.05",59589757,66616426,"P31","Chr02N",64736895,64739505,"Pavir.2NG123900","","AT2G45120","","C2H2-like zinc finger protein","LOC_Os07g40780","ZOS7-11 - C2H2 zinc finger protein, expressed"
"Chr02N","2N@78.05",59589757,66616426,"P31","Chr02N",64731433,64735196,"Pavir.2NG124000","GO:0006412,GO:0005840,GO:0005622,GO:0003735","AT4G34670","","Ribosomal protein S3Ae","LOC_Os03g10340","40S ribosomal protein S3a, putative, expressed"
"Chr02N","2N@78.05",59589757,66616426,"P31","Chr02N",59924134,59926936,"Pavir.2NG467700","","","","","",""
"Chr02N","2N@78.05",59589757,66616426,"P31","Chr02N",63046232,63047123,"Pavir.2NG467800","","","","","LOC_Os07g38570","expressed protein"
"Chr02N","2N@78.05",59589757,66616426,"P31","Chr02N",65097112,65097450,"Pavir.2NG468000","","","","","",""
"Chr02N","2N@78.05",59589757,66616426,"P31","Chr02N",65097454,65097915,"Pavir.2NG468020","","","","","",""
"Chr02N","2N@78.05",59589757,66616426,"P31","Chr02N",64955859,64957479,"Pavir.2NG475200","","","","","LOC_Os07g49050","expressed protein"
"Chr02N","2N@78.05",59589757,66616426,"P31","Chr02N",64961976,64963016,"Pavir.2NG475220","","","","","",""
