"chr","QTL","pos_lo","pos_hi","TRAIT","seqid","start","end","locusName","GO","Best.hit.arabi.name","arabi.symbol","arabi.defline","Best.hit.rice.name","rice.defline"
"Chr04K","4K@6.08",1847328,4765272,"P31","Chr04K",2394689,2397943,"Pavir.4KG007000","","","","","LOC_Os06g04470","expressed protein"
"Chr04K","4K@6.08",1847328,4765272,"P31","Chr04K",2445401,2447796,"Pavir.4KG007100","","","","","LOC_Os06g04470","expressed protein"
"Chr04K","4K@6.08",1847328,4765272,"P31","Chr04K",2452674,2456714,"Pavir.4KG007200","GO:0005515,GO:0006468,GO:0005524,GO:0004672","AT5G51560","","Leucine-rich repeat protein kinase family protein","LOC_Os06g04370","expressed protein"
"Chr04K","4K@6.08",1847328,4765272,"P31","Chr04K",2467814,2471762,"Pavir.4KG007300","","AT4G12130","","Glycine cleavage T-protein family","LOC_Os06g04380","aminomethyltransferase, putative, expressed"
"Chr04K","4K@6.08",1847328,4765272,"P31","Chr04K",2472740,2476180,"Pavir.4KG007400","","AT4G22740","","glycine-rich protein","LOC_Os06g04390","expressed protein"
"Chr04K","4K@6.08",1847328,4765272,"P31","Chr04K",2582341,2583483,"Pavir.4KG007700","","","","","LOC_Os01g52440","expressed protein"
"Chr04K","4K@6.08",1847328,4765272,"P31","Chr04K",2601024,2603438,"Pavir.4KG007900","","","","","LOC_Os06g04470","expressed protein"
"Chr04K","4K@6.08",1847328,4765272,"P31","Chr04K",2615439,2617905,"Pavir.4KG008100","","","","","LOC_Os08g27759","expressed protein"
"Chr04K","4K@6.08",1847328,4765272,"P31","Chr04K",2618299,2620474,"Pavir.4KG008200","","","","","LOC_Os08g27759","expressed protein"
"Chr04K","4K@6.08",1847328,4765272,"P31","Chr04K",2428038,2429255,"Pavir.4KG008258","","AT3G24255","","RNA-directed DNA polymerase (reverse transcriptase)-related family protein","LOC_Os09g02750","expressed protein"
"Chr04K","4K@6.08",1847328,4765272,"P31","Chr04K",2458452,2459060,"Pavir.4KG008458","","","","","",""
"Chr04K","4K@6.08",1847328,4765272,"P31","Chr04K",2535970,2536503,"Pavir.4KG008658","","","","","LOC_Os06g37240","expressed protein"
"Chr04K","4K@6.08",1847328,4765272,"P31","Chr04K",2592893,2594108,"Pavir.4KG008958","","","","","LOC_Os04g59060","heat shock protein DnaJ, putative, expressed"
"Chr04K","4K@6.08",1847328,4765272,"P31","Chr04K",2649354,2650752,"Pavir.4KG009458","","","","","LOC_Os07g39500","expressed protein"
"Chr04K","4K@6.08",1847328,4765272,"P31","Chr04K",2459289,2464368,"Pavir.4KG009716","","","","","",""
"Chr04K","4K@6.08",1847328,4765272,"P31","Chr04K",2597492,2597839,"Pavir.4KG010216","","","","","",""
"Chr04K","4K@6.08",1847328,4765272,"P31","Chr04K",3367978,3368631,"Pavir.4KG016700","","","","","LOC_Os09g28370","retrotransposon protein, putative, unclassified, expressed"
"Chr04K","4K@6.08",1847328,4765272,"P31","Chr04K",2258084,2259793,"Pavir.4KG016800","","AT5G51550","EXL3","EXORDIUM like 3","LOC_Os06g04250","phosphate-induced protein 1 conserved region domain containing protein, expressed"
"Chr04K","4K@6.08",1847328,4765272,"P31","Chr04K",2376710,2380727,"Pavir.4KG016900","GO:0016765","AT2G45300","","RNA 3\'-terminal phosphate cyclase/enolpyruvate transferase, alpha/beta","LOC_Os06g04280","3-phosphoshikimate 1-carboxyvinyltransferase, chloroplast precursor, putative, expressed"
"Chr04K","4K@6.08",1847328,4765272,"P31","Chr04K",2381012,2383273,"Pavir.4KG017000","GO:0006412,GO:0005840,GO:0003735","AT3G47370","","Ribosomal protein S10p/S20e family protein","LOC_Os06g04290","S10/S20 domain containing ribosomal protein, putative, expressed"
"Chr04K","4K@6.08",1847328,4765272,"P31","Chr04K",2383731,2388414,"Pavir.4KG017100","GO:0016772,GO:0006388","AT2G45330","emb1067","RNA 2\'-phosphotransferase, Tpt1 / KptA family","LOC_Os06g04300","tRNA 2-phosphotransferase 1, putative, expressed"
"Chr04K","4K@6.08",1847328,4765272,"P31","Chr04K",2359836,2363282,"Pavir.4KG017300","GO:0008152,GO:0003824","AT2G45290","","Transketolase","LOC_Os06g04270","transketolase, chloroplast precursor, putative, expressed"
"Chr04K","4K@6.08",1847328,4765272,"P31","Chr04K",2368335,2371652,"Pavir.4KG017400","","","","","LOC_Os02g49670","zinc knuckle family protein, expressed"
"Chr04K","4K@6.08",1847328,4765272,"P31","Chr04K",2680371,2682624,"Pavir.4KG017500","","AT2G36850","ATGSL08,ATGSL8,CHOR,GSL08,GSL8","glucan synthase-like 8","",""
"Chr04K","4K@6.08",1847328,4765272,"P31","Chr04K",2683291,2684299,"Pavir.4KG017600","","","","","LOC_Os06g04440","expressed protein"
"Chr04K","4K@6.08",1847328,4765272,"P31","Chr04K",2684787,2701500,"Pavir.4KG017700","GO:0016192,GO:0006904","AT1G02010","SEC1A","secretory 1A","LOC_Os06g04450","Sec1 family transport protein, putative, expressed"
