"chr","QTL","pos_lo","pos_hi","TRAIT","seqid","start","end","locusName","GO","Best.hit.arabi.name","arabi.symbol","arabi.defline","Best.hit.rice.name","rice.defline"
"Chr09K","9K@20.05",2741365,8498764,"Mn55","Chr09K",5568574,5574726,"Pavir.9KG012900","","AT5G43490","","","LOC_Os03g63040","expressed protein"
"Chr09K","9K@20.05",2741365,8498764,"Mn55","Chr09K",5564348,5565521,"Pavir.9KG013000","","AT5G16490","RIC4","ROP-interactive CRIB motif-containing protein 4","LOC_Os03g63060","P21-Rho-binding domain containing protein, putative, expressed"
"Chr09K","9K@20.05",2741365,8498764,"Mn55","Chr09K",5577575,5580599,"Pavir.9KG013041","GO:0006468,GO:0005524,GO:0004672","AT4G13020","MHK","Protein kinase superfamily protein","LOC_Os03g63020","protein kinase domain containing protein, expressed"
"Chr09K","9K@20.05",2741365,8498764,"Mn55","Chr09K",5559523,5562798,"Pavir.9KG013100","GO:0030170,GO:0009058,GO:0003824","","","","LOC_Os03g63074","Ser/Thr protein phosphatase family protein, expressed"
"Chr09K","9K@20.05",2741365,8498764,"Mn55","Chr09K",5566523,5567385,"Pavir.9KG013141","","","","","",""
"Chr09K","9K@20.05",2741365,8498764,"Mn55","Chr09K",5591508,5595876,"Pavir.9KG013182","GO:0005515,GO:0006468,GO:0004672","AT4G39270","","Leucine-rich repeat protein kinase family protein","LOC_Os03g56250","LRR receptor-like protein kinase, putative, expressed"
"Chr09K","9K@20.05",2741365,8498764,"Mn55","Chr09K",5529858,5532142,"Pavir.9KG013200","GO:0016787","AT3G07130","ATPAP15,PAP15","purple acid phosphatase 15","LOC_Os03g63074","Ser/Thr protein phosphatase family protein, expressed"
"Chr09K","9K@20.05",2741365,8498764,"Mn55","Chr09K",5527732,5528434,"Pavir.9KG013300","GO:0006413,GO:0003743,GO:0003723","AT2G04520","","Nucleic acid-binding, OB-fold-like protein","LOC_Os06g23440","eukaryotic translation initiation factor 1A, putative, expressed"
"Chr09K","9K@20.05",2741365,8498764,"Mn55","Chr09K",5597078,5600086,"Pavir.9KG013323","GO:0033588","AT3G11220","ELO1","Paxneb protein-related","LOC_Os06g43280","paxneb-related protein, putative, expressed"
"Chr09K","9K@20.05",2741365,8498764,"Mn55","Chr09K",5600425,5600857,"Pavir.9KG013464","GO:0006412,GO:0005840,GO:0005622,GO:0003735","AT3G43980","","Ribosomal protein S14p/S29e family protein","LOC_Os12g32380","40S ribosomal protein S29, putative, expressed"
