"chr","QTL","pos_lo","pos_hi","TRAIT","seqid","start","end","locusName","GO","Best.hit.arabi.name","arabi.symbol","arabi.defline","Best.hit.rice.name","rice.defline"
"Chr05K","5K@95.5",58488157,60232411,"Rb85","Chr05K",59286417,59295060,"Pavir.5KG561900","","AT1G67490","GCS1,KNF","glucosidase 1","LOC_Os01g69210","mannosyl-oligosaccharide glucosidase, putative, expressed"
"Chr05K","5K@95.5",58488157,60232411,"Rb85","Chr05K",59297137,59300039,"Pavir.5KG648250","","AT1G67410","","Exostosin family protein","LOC_Os01g69220","exostosin family domain containing protein, expressed"
"Chr05K","5K@95.5",58488157,60232411,"Rb85","Chr05K",58994672,58998029,"Pavir.5KG688300","","AT3G07210","","","LOC_Os01g68830","expressed protein"
"Chr05K","5K@95.5",58488157,60232411,"Rb85","Chr05K",58489177,58489790,"Pavir.5KG706266","","","","","LOC_Os03g02340","expressed protein"
"Chr05K","5K@95.5",58488157,60232411,"Rb85","Chr05K",58516222,58520580,"Pavir.5KG706300","GO:0003676","AT3G26120","TEL1","terminal EAR1-like 1","LOC_Os01g68000","AML1, putative, expressed"
"Chr05K","5K@95.5",58488157,60232411,"Rb85","Chr05K",58532504,58535839,"Pavir.5KG706400","","AT4G13730","","Ypt/Rab-GAP domain of gyp1p superfamily protein","LOC_Os01g68010","TBC domain containing protein, expressed"
"Chr05K","5K@95.5",58488157,60232411,"Rb85","Chr05K",58539762,58543441,"Pavir.5KG706600","GO:0005515,GO:0008270,GO:0006355,GO:0005634,GO:0004402,GO:0003712","AT3G48360","ATBT2,BT2","BTB and TAZ domain protein 2","LOC_Os01g68020","BTBZ2 - Bric-a-Brac, Tramtrack, and Broad Complex BTB domain with TAZ zinc finger and Calmodulin-binding domains, expressed"
"Chr05K","5K@95.5",58488157,60232411,"Rb85","Chr05K",58540774,58541136,"Pavir.5KG706650","","","","","",""
"Chr05K","5K@95.5",58488157,60232411,"Rb85","Chr05K",58544263,58546009,"Pavir.5KG706700","","AT1G67785","","","LOC_Os01g68030","expressed protein"
"Chr05K","5K@95.5",58488157,60232411,"Rb85","Chr05K",58546736,58550856,"Pavir.5KG706800","","AT3G19640","MGT4,MRS2-3","magnesium transporter 4","LOC_Os01g68040","CorA-like magnesium transporter protein, putative, expressed"
"Chr05K","5K@95.5",58488157,60232411,"Rb85","Chr05K",58550978,58559241,"Pavir.5KG706900","","AT3G27420","","","LOC_Os06g04640","bromodomain domain containing protein, expressed"
"Chr05K","5K@95.5",58488157,60232411,"Rb85","Chr05K",58560056,58563003,"Pavir.5KG707000","","AT2G39890","ATPROT1,PROT1","proline transporter 1","LOC_Os01g68050","transmembrane amino acid transporter protein, putative, expressed"
"Chr05K","5K@95.5",58488157,60232411,"Rb85","Chr05K",58563434,58567758,"Pavir.5KG707100","","AT2G39890","ATPROT1,PROT1","proline transporter 1","LOC_Os01g68050","transmembrane amino acid transporter protein, putative, expressed"
"Chr05K","5K@95.5",58488157,60232411,"Rb85","Chr05K",58565124,58565627,"Pavir.5KG707150","","","","","",""
"Chr05K","5K@95.5",58488157,60232411,"Rb85","Chr05K",58568128,58571636,"Pavir.5KG707200","","AT5G14420","RGLG2","RING domain ligase2","LOC_Os01g68060","copine, putative, expressed"
"Chr05K","5K@95.5",58488157,60232411,"Rb85","Chr05K",58595988,58601487,"Pavir.5KG707500","GO:0032039,GO:0016180","AT3G07530","","","LOC_Os03g13960","expressed protein"
"Chr05K","5K@95.5",58488157,60232411,"Rb85","Chr05K",58601626,58605412,"Pavir.5KG707600","","AT2G36240","","pentatricopeptide (PPR) repeat-containing protein","LOC_Os01g68070","PPR repeat containing protein, expressed"
"Chr05K","5K@95.5",58488157,60232411,"Rb85","Chr05K",58605343,58606853,"Pavir.5KG707700","","AT3G26350","","","LOC_Os01g68090","harpin-induced protein 1 domain containing protein, expressed"
"Chr05K","5K@95.5",58488157,60232411,"Rb85","Chr05K",58608556,58611428,"Pavir.5KG707800","","AT5G03740","HD2C,HDT3","histone deacetylase 2C","LOC_Os01g68160","ZOS1-22 - C2H2 zinc finger protein, expressed"
"Chr05K","5K@95.5",58488157,60232411,"Rb85","Chr05K",58611972,58614161,"Pavir.5KG707900","","AT3G44750","ATHD2A,HD2A,HDA3,HDT1","histone deacetylase 3","LOC_Os05g51830","ZOS5-12 - C2H2 zinc finger protein, expressed"
"Chr05K","5K@95.5",58488157,60232411,"Rb85","Chr05K",58615116,58621199,"Pavir.5KG708000","GO:0005515,GO:0016891,GO:0006396,GO:0004525,GO:0003723","AT3G43920","ATDCL3,DCL3","dicer-like 3","LOC_Os01g68120","DCL3, putative, expressed"
"Chr05K","5K@95.5",58488157,60232411,"Rb85","Chr05K",58621299,58624429,"Pavir.5KG708150","GO:0005524,GO:0003676","AT3G43920","ATDCL3,DCL3","dicer-like 3","LOC_Os01g68120","DCL3, putative, expressed"
"Chr05K","5K@95.5",58488157,60232411,"Rb85","Chr05K",58656396,58658380,"Pavir.5KG708300","","","","","",""
"Chr05K","5K@95.5",58488157,60232411,"Rb85","Chr05K",58661593,58663346,"Pavir.5KG708500","","AT4G12690","","Plant protein of unknown function (DUF868)","LOC_Os01g68140","expressed protein"
"Chr05K","5K@95.5",58488157,60232411,"Rb85","Chr05K",58676007,58680959,"Pavir.5KG709000","","AT1G67850","","Protein of unknown function (DUF707)","LOC_Os01g68260","lysine ketoglutarate reductase trans-splicing related 1, putative, expressed"
"Chr05K","5K@95.5",58488157,60232411,"Rb85","Chr05K",58680881,58682769,"Pavir.5KG709100","","","","","",""
"Chr05K","5K@95.5",58488157,60232411,"Rb85","Chr05K",58710389,58710965,"Pavir.5KG709400","","","","","LOC_Os01g68300","expressed protein"
"Chr05K","5K@95.5",58488157,60232411,"Rb85","Chr05K",58713917,58714720,"Pavir.5KG709500","","","","","LOC_Os01g68300","expressed protein"
