"chr","QTL","pos_lo","pos_hi","TRAIT","seqid","start","end","locusName","GO","Best.hit.arabi.name","arabi.symbol","arabi.defline","Best.hit.rice.name","rice.defline"
"Chr02N","2N@31.96",10727803,21063401,"Zn66","Chr02N",15024194,15025188,"Pavir.2NG020700","","","","","",""
"Chr02N","2N@31.96",10727803,21063401,"Zn66","Chr02N",15030396,15031835,"Pavir.2NG020800","","","","","",""
"Chr02N","2N@31.96",10727803,21063401,"Zn66","Chr02N",15103791,15107505,"Pavir.2NG021400","","AT4G15610","","Uncharacterised protein family (UPF0497)","LOC_Os07g26110","membrane associated DUF588 domain containing protein, putative, expressed"
"Chr02N","2N@31.96",10727803,21063401,"Zn66","Chr02N",15121587,15123059,"Pavir.2NG021500","","","","","",""
"Chr02N","2N@31.96",10727803,21063401,"Zn66","Chr02N",15128248,15129515,"Pavir.2NG021600","","AT1G05210","","Transmembrane protein 97, predicted","LOC_Os07g27450","expressed protein"
"Chr02N","2N@31.96",10727803,21063401,"Zn66","Chr02N",15150879,15151464,"Pavir.2NG021800","","AT2G32380","","Transmembrane protein 97, predicted","LOC_Os03g44450","expressed protein"
"Chr02N","2N@31.96",10727803,21063401,"Zn66","Chr02N",15185141,15186995,"Pavir.2NG022200","GO:0055114,GO:0020037,GO:0016705,GO:0005506","AT5G25120","CYP71B11","ytochrome p450, family 71, subfamily B, polypeptide 11","LOC_Os04g10160","cytochrome P450, putative, expressed"
"Chr02N","2N@31.96",10727803,21063401,"Zn66","Chr02N",11183516,11185125,"Pavir.2NG099900","GO:0046983,GO:0008171","AT4G35160","","O-methyltransferase family protein","LOC_Os06g13280","O-methyltransferase, putative, expressed"
"Chr02N","2N@31.96",10727803,21063401,"Zn66","Chr02N",11187393,11188769,"Pavir.2NG100000","GO:0016021,GO:0016020,GO:0022857","AT5G64700","","nodulin MtN21 /EamA-like transporter family protein","LOC_Os12g33300","integral membrane protein DUF6 containing protein, expressed"
"Chr02N","2N@31.96",10727803,21063401,"Zn66","Chr02N",11298014,11299087,"Pavir.2NG100300","GO:0006355,GO:0003700","AT4G27950","CRF4","cytokinin response factor 4","LOC_Os02g54160","AP2 domain containing protein, expressed"
"Chr02N","2N@31.96",10727803,21063401,"Zn66","Chr02N",11186093,11186764,"Pavir.2NG100418","","","","","",""
"Chr02N","2N@31.96",10727803,21063401,"Zn66","Chr02N",11485487,11486320,"Pavir.2NG100600","","AT2G40475","","","LOC_Os07g12720","expressed protein"
"Chr02N","2N@31.96",10727803,21063401,"Zn66","Chr02N",11537262,11538442,"Pavir.2NG100603","","","","","",""
"Chr02N","2N@31.96",10727803,21063401,"Zn66","Chr02N",11405111,11407924,"Pavir.2NG100900","","AT5G01750","","Protein of unknown function (DUF567)","LOC_Os07g12730","DUF567 domain containing protein, putative, expressed"
"Chr02N","2N@31.96",10727803,21063401,"Zn66","Chr02N",11383475,11386593,"Pavir.2NG101200","","AT3G11900","ANT1","aromatic and neutral transporter 1","LOC_Os07g12770","transmembrane amino acid transporter protein, putative, expressed"
