"chr","QTL","pos_lo","pos_hi","TRAIT","seqid","start","end","locusName","GO","Best.hit.arabi.name","arabi.symbol","arabi.defline","Best.hit.rice.name","rice.defline"
"Chr09N","9N@43.81",18617122,25485720,"Mo98","Chr09N",22360190,22372676,"Pavir.9NG117300","GO:0005515,GO:0016459,GO:0005524,GO:0003774","AT3G19960","ATM1","myosin 1","LOC_Os10g34710","myosin-2 heavy chain, non muscle, putative, expressed"
"Chr09N","9N@43.81",18617122,25485720,"Mo98","Chr09N",22390404,22390946,"Pavir.9NG117373","","","","","",""
"Chr09N","9N@43.81",18617122,25485720,"Mo98","Chr09N",22409801,22411188,"Pavir.9NG117446","","","","","LOC_Os10g34700","expressed protein"
"Chr09N","9N@43.81",18617122,25485720,"Mo98","Chr09N",22357696,22358145,"Pavir.9NG117500","","","","","",""
"Chr09N","9N@43.81",18617122,25485720,"Mo98","Chr09N",22349315,22352147,"Pavir.9NG117600","GO:0016773,GO:0005975,GO:0005524,GO:0046835,GO:0005536,GO:0004396,GO:0001678","AT2G19860","ATHXK2,HXK2","hexokinase 2","LOC_Os05g09500","hexokinase, putative, expressed"
"Chr09N","9N@43.81",18617122,25485720,"Mo98","Chr09N",22324269,22325599,"Pavir.9NG117700","","AT5G23370","","GRAM domain-containing protein / ABA-responsive protein-related","LOC_Os10g34730","GEM, putative, expressed"
"Chr09N","9N@43.81",18617122,25485720,"Mo98","Chr09N",22311653,22312791,"Pavir.9NG117800","","AT5G23370","","GRAM domain-containing protein / ABA-responsive protein-related","LOC_Os10g34730","GEM, putative, expressed"
"Chr09N","9N@43.81",18617122,25485720,"Mo98","Chr09N",21628303,21649539,"Pavir.9NG147800","GO:0006351,GO:0003899,GO:0003677,GO:0005634,GO:0032549","AT1G29940","NRPA2","nuclear RNA polymerase A2","LOC_Os10g35290","DNA-directed RNA polymerase I subunit RPA2, putative, expressed"
"Chr09N","9N@43.81",18617122,25485720,"Mo98","Chr09N",21652423,21657755,"Pavir.9NG147873","","AT2G18220","","Noc2p family","LOC_Os10g35280","nucleolar complex protein 2, putative, expressed"
"Chr09N","9N@43.81",18617122,25485720,"Mo98","Chr09N",21621969,21625192,"Pavir.9NG147900","","AT3G15480","","Protein of unknown function (DUF1218)","LOC_Os10g35294","fiber protein Fb34, putative, expressed"
"Chr09N","9N@43.81",18617122,25485720,"Mo98","Chr09N",21658209,21659695,"Pavir.9NG147946","","AT1G15130","","Endosomal targeting BRO1-like domain-containing protein","LOC_Os10g35250","vacuolar protein-sorting protein bro1, putative, expressed"
