"chr","QTL","pos_lo","pos_hi","TRAIT","seqid","start","end","locusName","GO","Best.hit.arabi.name","arabi.symbol","arabi.defline","Best.hit.rice.name","rice.defline"
"Chr04K","4K@50",33409990,45560112,"P31","Chr04K",33432919,33433626,"Pavir.4KG101900","","","","","LOC_Os11g35380","expressed protein"
"Chr04K","4K@50",33409990,45560112,"P31","Chr04K",34347091,34348687,"Pavir.4KG109000","","","","","LOC_Os02g34920","apomixis-related protein Pca21, putative, expressed"
"Chr04K","4K@50",33409990,45560112,"P31","Chr04K",35034625,35044004,"Pavir.4KG109100","GO:0016021,GO:0015914,GO:0005524,GO:0004012,GO:0000287","AT1G17500","","ATPase E1-E2 type family protein / haloacid dehalogenase-like hydrolase family protein","LOC_Os06g36990","phospholipid-transporting ATPase 4, putative, expressed"
"Chr04K","4K@50",33409990,45560112,"P31","Chr04K",40673118,40674175,"Pavir.4KG111500","GO:0008270,GO:0005515","AT3G19910","","RING/U-box superfamily protein","LOC_Os08g43480","zinc finger, C3HC4 type family protein, expressed"
"Chr04K","4K@50",33409990,45560112,"P31","Chr04K",40695363,40714148,"Pavir.4KG111588","","AT1G55360","","Protein of Unknown Function (DUF239)","LOC_Os06g45920","ZmEBE-1 protein, putative, expressed"
"Chr04K","4K@50",33409990,45560112,"P31","Chr04K",40709781,40710434,"Pavir.4KG111676","","","","","",""
"Chr04K","4K@50",33409990,45560112,"P31","Chr04K",40726473,40728546,"Pavir.4KG111764","","AT1G55360","","Protein of Unknown Function (DUF239)","LOC_Os06g45920","ZmEBE-1 protein, putative, expressed"
"Chr04K","4K@50",33409990,45560112,"P31","Chr04K",40729251,40730268,"Pavir.4KG111852","GO:0008270,GO:0005515","AT3G19910","","RING/U-box superfamily protein","LOC_Os08g43480","zinc finger, C3HC4 type family protein, expressed"
"Chr04K","4K@50",33409990,45560112,"P31","Chr04K",40736278,40739242,"Pavir.4KG111940","","AT1G55360","","Protein of Unknown Function (DUF239)","LOC_Os06g45920","ZmEBE-1 protein, putative, expressed"
"Chr04K","4K@50",33409990,45560112,"P31","Chr04K",40740463,40741867,"Pavir.4KG112028","","","","","",""
"Chr04K","4K@50",33409990,45560112,"P31","Chr04K",40743051,40756066,"Pavir.4KG112116","GO:0008270","AT5G20350","TIP1","Ankyrin repeat family protein with DHHC zinc finger domain","LOC_Os06g43680","palmitoyltransferase TIP1, putative, expressed"
"Chr04K","4K@50",33409990,45560112,"P31","Chr04K",37125515,37129078,"Pavir.4KG113400","GO:0008270,GO:0006355","AT2G32250","FRS2","FAR1-related sequence 2","LOC_Os06g42420","transposon protein, putative, unclassified, expressed"
"Chr04K","4K@50",33409990,45560112,"P31","Chr04K",37135038,37136833,"Pavir.4KG113405","GO:0016758,GO:0008152","AT4G15550","IAGLU","indole-3-acetate beta-D-glucosyltransferase","LOC_Os06g39330","UDP-glucoronosyl and UDP-glucosyl transferase domain containing protein, expressed"
"Chr04K","4K@50",33409990,45560112,"P31","Chr04K",35301175,35302392,"Pavir.4KG114700","GO:0008061,GO:0016998,GO:0006032,GO:0004568","AT3G12500","ATHCHIB,B-CHI,CHI-B,HCHIB,PR-3,PR3","basic chitinase","LOC_Os03g30470","CHIT4 - Chitinase family protein precursor, expressed"
"Chr04K","4K@50",33409990,45560112,"P31","Chr04K",33581375,33582373,"Pavir.4KG117600","GO:0006413,GO:0003743,GO:0003723","AT2G04520","","Nucleic acid-binding, OB-fold-like protein","LOC_Os06g23440","eukaryotic translation initiation factor 1A, putative, expressed"
"Chr04K","4K@50",33409990,45560112,"P31","Chr04K",33576813,33589609,"Pavir.4KG117700","GO:0046872","AT1G29800","","RING/FYVE/PHD-type zinc finger family protein","LOC_Os06g35910","FYVE zinc finger domain containing protein, expressed"
"Chr04K","4K@50",33409990,45560112,"P31","Chr04K",33572325,33575833,"Pavir.4KG117900","","AT1G78700","BEH4","BES1/BZR1 homolog 4","LOC_Os06g35900","BES1/BZR1 homolog protein, putative, expressed"
