"chr","QTL","pos_lo","pos_hi","TRAIT","seqid","start","end","locusName","GO","Best.hit.arabi.name","arabi.symbol","arabi.defline","Best.hit.rice.name","rice.defline"
"Chr05K","5K@37.73",10384768,29714568,"Al27","Chr05K",29564322,29565013,"Pavir.5KG000900","","","","","",""
"Chr05K","5K@37.73",10384768,29714568,"Al27","Chr05K",28493856,28494945,"Pavir.5KG021700","","","","","LOC_Os02g25850","transposon protein, putative, Pong sub-class, expressed"
"Chr05K","5K@37.73",10384768,29714568,"Al27","Chr05K",28500240,28501834,"Pavir.5KG021707","","AT5G66500","","Tetratricopeptide repeat (TPR)-like superfamily protein","LOC_Os03g42650","vegetative storage protein, putative, expressed"
"Chr05K","5K@37.73",10384768,29714568,"Al27","Chr05K",28503874,28505017,"Pavir.5KG021714","","","","","",""
"Chr05K","5K@37.73",10384768,29714568,"Al27","Chr05K",20893034,20894645,"Pavir.5KG131600","GO:0022857,GO:0016021","AT5G64700","","nodulin MtN21 /EamA-like transporter family protein","LOC_Os07g34110","integral membrane protein DUF6 containing protein, expressed"
"Chr05K","5K@37.73",10384768,29714568,"Al27","Chr05K",20613091,20617938,"Pavir.5KG131700","","AT1G02910","LPA1","tetratricopeptide repeat (TPR)-containing protein","LOC_Os01g25600","tetratricopeptide repeat domain containing protein, expressed"
"Chr05K","5K@37.73",10384768,29714568,"Al27","Chr05K",20618907,20620887,"Pavir.5KG131707","","","","","",""
"Chr05K","5K@37.73",10384768,29714568,"Al27","Chr05K",20660980,20663424,"Pavir.5KG131714","","","","","LOC_Os07g39500","expressed protein"
"Chr05K","5K@37.73",10384768,29714568,"Al27","Chr05K",20666951,20669221,"Pavir.5KG131721","GO:0006355","AT4G38180","FRS5","FAR1-related sequence 5","LOC_Os02g18370","transposon protein, putative, unclassified, expressed"
"Chr05K","5K@37.73",10384768,29714568,"Al27","Chr05K",20677199,20677843,"Pavir.5KG131728","","","","","",""
"Chr05K","5K@37.73",10384768,29714568,"Al27","Chr05K",20680043,20685832,"Pavir.5KG131735","GO:0055114,GO:0016491,GO:0050664,GO:0004601,GO:0016174","AT1G09090","ATRBOHB,ATRBOHB-BETA,RBOHB","respiratory burst oxidase homolog B","LOC_Os01g25820","respiratory burst oxidase, putative, expressed"
"Chr05K","5K@37.73",10384768,29714568,"Al27","Chr05K",20588326,20588661,"Pavir.5KG131800","","AT4G15800","RALFL33","ralf-like 33","LOC_Os01g25560","RALFL7 - Rapid ALkalinization Factor RALF family protein precursor, expressed"
"Chr05K","5K@37.73",10384768,29714568,"Al27","Chr05K",20574137,20575881,"Pavir.5KG132000","","AT3G19020","","Leucine-rich repeat (LRR) family protein","LOC_Os01g25460","uncharacterized protein At4g06744 precursor, putative, expressed"
"Chr05K","5K@37.73",10384768,29714568,"Al27","Chr05K",20945588,20950122,"Pavir.5KG132100","GO:0030247,GO:0006468,GO:0005524,GO:0004672","AT1G16150","WAKL4","wall associated kinase-like 4","LOC_Os03g62430","OsWAK28 - OsWAK receptor-like protein kinase, expressed"
"Chr05K","5K@37.73",10384768,29714568,"Al27","Chr05K",20966743,20969693,"Pavir.5KG132107","GO:0015937,GO:0005524,GO:0004140","AT2G27490","ATCOAE","dephospho-CoA kinase family","LOC_Os01g25880","dephospho-CoA kinase, putative, expressed"
"Chr05K","5K@37.73",10384768,29714568,"Al27","Chr05K",20971042,20976026,"Pavir.5KG132114","GO:0030247,GO:0006468,GO:0005524,GO:0004672","AT1G21230","WAK5","wall associated kinase 5","LOC_Os03g62430","OsWAK28 - OsWAK receptor-like protein kinase, expressed"
"Chr05K","5K@37.73",10384768,29714568,"Al27","Chr05K",20806804,20809611,"Pavir.5KG132200","GO:0015937,GO:0005524,GO:0004140","AT2G27490","ATCOAE","dephospho-CoA kinase family","LOC_Os01g25880","dephospho-CoA kinase, putative, expressed"
