"chr","QTL","pos_lo","pos_hi","TRAIT","seqid","start","end","locusName","GO","Best.hit.arabi.name","arabi.symbol","arabi.defline","Best.hit.rice.name","rice.defline"
"Chr09N","9N@77.93",57398869,69901948,"K39","Chr09N",67426092,67430194,"Pavir.9NG161900","","AT2G47460","ATMYB12,MYB12,PFG1","myb domain protein 12","LOC_Os03g19120","MYB family transcription factor, putative, expressed"
"Chr09N","9N@77.93",57398869,69901948,"K39","Chr09N",60578312,60602976,"Pavir.9NG166300","GO:0043531","AT3G07040","RPM1,RPS3","NB-ARC domain-containing disease resistance protein","LOC_Os02g19890","stripe rust resistance protein Yr10, putative, expressed"
"Chr09N","9N@77.93",57398869,69901948,"K39","Chr09N",60627473,60627901,"Pavir.9NG166314","","AT3G29765","","General transcription factor 2-related zinc finger protein","LOC_Os02g43780","hAT dimerisation domain-containing protein, putative, expressed"
"Chr09N","9N@77.93",57398869,69901948,"K39","Chr09N",63456158,63459188,"Pavir.9NG303200","GO:0019843,GO:0006412,GO:0005840,GO:0003735","AT1G05190","emb2394","Ribosomal protein L6 family","LOC_Os03g24020","ribosomal protein L6, putative, expressed"
"Chr09N","9N@77.93",57398869,69901948,"K39","Chr09N",63460609,63461084,"Pavir.9NG303214","","AT1G26750","","","LOC_Os12g10650","expressed protein"
"Chr09N","9N@77.93",57398869,69901948,"K39","Chr09N",63461085,63462829,"Pavir.9NG303228","","AT1G26750","","","LOC_Os12g10650","expressed protein"
"Chr09N","9N@77.93",57398869,69901948,"K39","Chr09N",63466094,63482004,"Pavir.9NG303242","","AT4G31530","","NAD(P)-binding Rossmann-fold superfamily protein","LOC_Os03g23980","NAD dependent epimerase/dehydratase family protein, putative, expressed"
"Chr09N","9N@77.93",57398869,69901948,"K39","Chr09N",63482241,63485189,"Pavir.9NG303256","GO:0008168,GO:0008152","AT4G31790","","Tetrapyrrole (Corrin/Porphyrin) Methylases","LOC_Os03g23970","diphthine synthase, putative, expressed"
"Chr09N","9N@77.93",57398869,69901948,"K39","Chr09N",63485415,63488211,"Pavir.9NG303270","GO:0008168,GO:0008152","AT4G31790","","Tetrapyrrole (Corrin/Porphyrin) Methylases","LOC_Os03g23970","diphthine synthase, putative, expressed"
"Chr09N","9N@77.93",57398869,69901948,"K39","Chr09N",63488226,63491990,"Pavir.9NG303284","GO:0005515","AT5G13460","IQD11","IQ-domain 11","LOC_Os03g23960","IQ calmodulin-binding motif family protein, putative, expressed"
