"chr","QTL","pos_lo","pos_hi","TRAIT","seqid","start","end","locusName","GO","Best.hit.arabi.name","arabi.symbol","arabi.defline","Best.hit.rice.name","rice.defline"
"Chr02N","2N@3.99",1087102,6630499,"P31","Chr02N",1227358,1229821,"Pavir.2NG008200","GO:0005515","","","","LOC_Os07g02910","OsFBL33 - F-box domain and LRR containing protein, expressed"
"Chr02N","2N@3.99",1087102,6630499,"P31","Chr02N",1220876,1222861,"Pavir.2NG008300","GO:0005515","","","","LOC_Os11g37340","OsFBX426 - F-box domain containing protein, expressed"
"Chr02N","2N@3.99",1087102,6630499,"P31","Chr02N",1179987,1182467,"Pavir.2NG008400","","","","","LOC_Os07g02760","OsFBD13 - F-box and FBD domain containing protein, expressed"
"Chr02N","2N@3.99",1087102,6630499,"P31","Chr02N",1176125,1178606,"Pavir.2NG008500","GO:0055114,GO:0016491,GO:0005507","AT5G66920","sks17","SKU5  similar 17","LOC_Os07g02810","L-ascorbate oxidase homolog precursor, putative, expressed"
"Chr02N","2N@3.99",1087102,6630499,"P31","Chr02N",1162949,1165062,"Pavir.2NG008600","","AT2G03500","","Homeodomain-like superfamily protein","LOC_Os07g02800","MYB family transcription factor, putative, expressed"
"Chr02N","2N@3.99",1087102,6630499,"P31","Chr02N",1133677,1140105,"Pavir.2NG008800","","AT5G66850","MAPKKK5","mitogen-activated protein kinase kinase kinase 5","LOC_Os07g02780","STE_MEKK_ste11_MAP3K.20 - STE kinases include homologs to sterile 7, sterile 11 and sterile 20 from yeast, expressed"
"Chr02N","2N@3.99",1087102,6630499,"P31","Chr02N",1130697,1133559,"Pavir.2NG008900","GO:0005515","AT4G03220","","Protein with RNI-like/FBD-like domains","LOC_Os07g02760","OsFBD13 - F-box and FBD domain containing protein, expressed"
"Chr02N","2N@3.99",1087102,6630499,"P31","Chr02N",1110488,1124425,"Pavir.2NG009000","GO:0043531","AT3G46530","RPP13","NB-ARC domain-containing disease resistance protein","LOC_Os06g06850","resistance protein LR10, putative, expressed"
"Chr02N","2N@3.99",1087102,6630499,"P31","Chr02N",2644786,2649490,"Pavir.2NG015300","GO:0043531","AT3G07040","RPM1,RPS3","NB-ARC domain-containing disease resistance protein","LOC_Os08g07330","RGH1A, putative, expressed"
"Chr02N","2N@3.99",1087102,6630499,"P31","Chr02N",1970521,1972046,"Pavir.2NG016900","","AT1G49660","AtCXE5,CXE5","carboxyesterase 5","LOC_Os07g34370","gibberellin receptor, putative, expressed"
"Chr02N","2N@3.99",1087102,6630499,"P31","Chr02N",3264145,3264832,"Pavir.2NG017000","","AT3G03740","ATBPM4,BPM4","BTB-POZ and MATH domain 4","LOC_Os10g29340","speckle-type POZ protein-like, putative, expressed"
"Chr02N","2N@3.99",1087102,6630499,"P31","Chr02N",2663170,2665237,"Pavir.2NG017383","GO:0006355,GO:0005739,GO:0003690","AT2G21710","EMB2219","Mitochondrial transcription termination factor family protein","LOC_Os07g04230","mTERF domain containing protein, expressed"
"Chr02N","2N@3.99",1087102,6630499,"P31","Chr02N",3091196,3093261,"Pavir.2NG017400","","AT1G19260","","TTF-type zinc finger protein with HAT dimerisation domain","LOC_Os11g14270","transposon protein, putative, unclassified, expressed"
"Chr02N","2N@3.99",1087102,6630499,"P31","Chr02N",3222621,3228601,"Pavir.2NG017600","GO:0043531","AT3G07040","RPM1,RPS3","NB-ARC domain-containing disease resistance protein","LOC_Os08g07330","RGH1A, putative, expressed"
"Chr02N","2N@3.99",1087102,6630499,"P31","Chr02N",3298081,3300262,"Pavir.2NG018219","GO:0006355,GO:0005739,GO:0003690","AT2G21710","EMB2219","Mitochondrial transcription termination factor family protein","LOC_Os07g04230","mTERF domain containing protein, expressed"
"Chr02N","2N@3.99",1087102,6630499,"P31","Chr02N",3227485,3228668,"Pavir.2NG018819","GO:0043531","AT3G46530","RPP13","NB-ARC domain-containing disease resistance protein","LOC_Os06g06850","resistance protein LR10, putative, expressed"
"Chr02N","2N@3.99",1087102,6630499,"P31","Chr02N",2910216,2913421,"Pavir.2NG019200","","AT2G07725","","Ribosomal L5P family protein","LOC_Os09g08890","mitochondrial 60S ribosomal protein L5, putative, expressed"
"Chr02N","2N@3.99",1087102,6630499,"P31","Chr02N",1821867,1823658,"Pavir.2NG019400","GO:0005515","","","","LOC_Os07g23900","OsFBX234 - F-box domain containing protein, expressed"
"Chr02N","2N@3.99",1087102,6630499,"P31","Chr02N",2680379,2682458,"Pavir.2NG019466","","ATMG00210","","ribosomal protein L5","LOC_Os09g08890","mitochondrial 60S ribosomal protein L5, putative, expressed"
"Chr02N","2N@3.99",1087102,6630499,"P31","Chr02N",1476431,1479757,"Pavir.2NG019800","","","","","LOC_Os07g02980","expressed protein"
"Chr02N","2N@3.99",1087102,6630499,"P31","Chr02N",1542868,1544226,"Pavir.2NG019900","","","","","LOC_Os07g02970","expressed protein"
"Chr02N","2N@3.99",1087102,6630499,"P31","Chr02N",1625020,1626579,"Pavir.2NG020000","","","","","LOC_Os07g02970","expressed protein"
"Chr02N","2N@3.99",1087102,6630499,"P31","Chr02N",3242881,3247192,"Pavir.2NG020038","GO:0006355,GO:0005739,GO:0003690","AT2G21710","EMB2219","Mitochondrial transcription termination factor family protein","LOC_Os07g04230","mTERF domain containing protein, expressed"
"Chr02N","2N@3.99",1087102,6630499,"P31","Chr02N",1654329,1655943,"Pavir.2NG020100","","","","","LOC_Os07g02970","expressed protein"
"Chr02N","2N@3.99",1087102,6630499,"P31","Chr02N",1893718,1894750,"Pavir.2NG020300","","","","","LOC_Os07g02970","expressed protein"
"Chr02N","2N@3.99",1087102,6630499,"P31","Chr02N",1892776,1893717,"Pavir.2NG020400","","","","","LOC_Os07g03015","expressed protein"
"Chr02N","2N@3.99",1087102,6630499,"P31","Chr02N",3250371,3258452,"Pavir.2NG021257","","ATMG00210","","ribosomal protein L5","LOC_Os09g08890","mitochondrial 60S ribosomal protein L5, putative, expressed"
"Chr02N","2N@3.99",1087102,6630499,"P31","Chr02N",2942661,2948338,"Pavir.2NG021283","","","","","",""
"Chr02N","2N@3.99",1087102,6630499,"P31","Chr02N",1983542,1985169,"Pavir.2NG021286","GO:0016747,GO:0008610,GO:0016020,GO:0006633","AT5G13930","ATCHS,CHS,TT4","Chalcone and stilbene synthase family protein","LOC_Os07g34190","chalcone and stilbene synthases, putative, expressed"
"Chr02N","2N@3.99",1087102,6630499,"P31","Chr02N",5071681,5072939,"Pavir.2NG022300","","","","","",""
"Chr02N","2N@3.99",1087102,6630499,"P31","Chr02N",5074941,5076508,"Pavir.2NG022314","","","","","",""
"Chr02N","2N@3.99",1087102,6630499,"P31","Chr02N",5076785,5077924,"Pavir.2NG022400","","","","","",""
"Chr02N","2N@3.99",1087102,6630499,"P31","Chr02N",5114045,5114551,"Pavir.2NG022414","","","","","",""
"Chr02N","2N@3.99",1087102,6630499,"P31","Chr02N",3260079,3260894,"Pavir.2NG022476","GO:0005515","AT3G06190","ATBPM2,BPM2","BTB-POZ and MATH domain 2","LOC_Os11g40490","MBTB63 - Bric-a-Brac, Tramtrack, Broad Complex BTB domain with Meprin and TRAF Homology MATH domain, expressed"
"Chr02N","2N@3.99",1087102,6630499,"P31","Chr02N",5114699,5123913,"Pavir.2NG022600","GO:0030274,GO:0005634,GO:0003712","AT5G62090","SLK2","SEUSS-like 2","LOC_Os06g03600","transcriptional corepressor SEUSS, putative, expressed"
"Chr02N","2N@3.99",1087102,6630499,"P31","Chr02N",5142286,5142651,"Pavir.2NG022614","GO:0003677,GO:0000786","AT1G09200","","Histone superfamily protein","LOC_Os01g64640","histone H3, putative, expressed"
"Chr02N","2N@3.99",1087102,6630499,"P31","Chr02N",5151531,5154438,"Pavir.2NG022700","","","","","",""
"Chr02N","2N@3.99",1087102,6630499,"P31","Chr02N",5155380,5160940,"Pavir.2NG022800","","","","","LOC_Os09g15410","retrotransposon protein, putative, unclassified"
"Chr02N","2N@3.99",1087102,6630499,"P31","Chr02N",5163597,5163818,"Pavir.2NG022900","","","","","",""
"Chr02N","2N@3.99",1087102,6630499,"P31","Chr02N",5172726,5173316,"Pavir.2NG023000","","","","","",""
"Chr02N","2N@3.99",1087102,6630499,"P31","Chr02N",5174808,5181060,"Pavir.2NG023200","","","","","",""
"Chr02N","2N@3.99",1087102,6630499,"P31","Chr02N",5194978,5195340,"Pavir.2NG023214","","","","","",""
"Chr02N","2N@3.99",1087102,6630499,"P31","Chr02N",5195325,5209252,"Pavir.2NG023228","GO:0003723,GO:0003676,GO:0006402,GO:0004654","AT3G03710","PNP,RIF10","polyribonucleotide nucleotidyltransferase, putative","LOC_Os07g07310","polynucleotide phosphorylase, putative, expressed"
"Chr02N","2N@3.99",1087102,6630499,"P31","Chr02N",5212278,5215901,"Pavir.2NG023242","","","","","LOC_Os06g13750","expressed protein"
"Chr02N","2N@3.99",1087102,6630499,"P31","Chr02N",2948437,2958750,"Pavir.2NG023366","","","","","LOC_Os11g17270","expressed protein"
"Chr02N","2N@3.99",1087102,6630499,"P31","Chr02N",3262028,3263382,"Pavir.2NG023695","GO:0005515","AT3G06190","ATBPM2,BPM2","BTB-POZ and MATH domain 2","LOC_Os10g29120","speckle-type POZ protein, putative, expressed"
"Chr02N","2N@3.99",1087102,6630499,"P31","Chr02N",5216576,5221812,"Pavir.2NG023700","GO:0005975,GO:0004553","AT1G64760","","O-Glycosyl hydrolases family 17 protein","LOC_Os07g07340","glucan endo-1,3-beta-glucosidase precursor, putative, expressed"
"Chr02N","2N@3.99",1087102,6630499,"P31","Chr02N",5218481,5218885,"Pavir.2NG023714","","","","","",""
"Chr02N","2N@3.99",1087102,6630499,"P31","Chr02N",5252619,5253217,"Pavir.2NG023900","","","","","",""
"Chr02N","2N@3.99",1087102,6630499,"P31","Chr02N",5258178,5260719,"Pavir.2NG024000","GO:0008270,GO:0003677","AT2G36320","","A20/AN1-like zinc finger family protein","LOC_Os07g07350","zinc finger A20 and AN1 domain-containing stress-associated protein, putative, expressed"
